"ID","datetime_UTC","release_datetime_UTC","Healed.Scars","X_UTM","Y_UTM"
17007,"2017-08-20 08:01:38","2017-08-06 01:24:00",TRUE,509270.590728713,8012903.03526267
17007,"2017-08-20 09:01:38","2017-08-06 01:24:00",TRUE,504915.177137582,8009588.59974462
17007,"2017-08-20 10:01:38","2017-08-06 01:24:00",TRUE,505005.844545211,8008362.75327407
17007,"2017-08-20 11:01:38","2017-08-06 01:24:00",TRUE,508664.855982608,8005071.16526381
17007,"2017-08-20 12:01:38","2017-08-06 01:24:00",TRUE,513101.349844148,8001433.16285236
17007,"2017-08-20 13:01:38","2017-08-06 01:24:00",TRUE,516408.370476266,7995815.47503703
17007,"2017-08-20 14:01:38","2017-08-06 01:24:00",TRUE,516529.52392611,7994978.51973493
17007,"2017-08-20 15:01:38","2017-08-06 01:24:00",TRUE,515637.789599284,7995564.47231647
17007,"2017-08-20 16:01:38","2017-08-06 01:24:00",TRUE,517185.865994552,7994921.3717499
17007,"2017-08-20 17:01:38","2017-08-06 01:24:00",TRUE,516438.150633837,7994130.23775832
17007,"2017-08-21 00:06:50","2017-08-06 01:24:00",TRUE,512643.78534152,7991291.08787458
17007,"2017-08-21 01:06:50","2017-08-06 01:24:00",TRUE,512816.9747737,7993213.30400149
17007,"2017-08-21 02:06:50","2017-08-06 01:24:00",TRUE,514492.023766184,7994677.53342797
17007,"2017-08-21 03:06:50","2017-08-06 01:24:00",TRUE,515023.728503642,7994589.08486399
17007,"2017-08-21 04:06:50","2017-08-06 01:24:00",TRUE,511364.22066634,7993166.14833255
17007,"2017-08-21 05:06:50","2017-08-06 01:24:00",TRUE,507454.405405316,7995183.968216
17007,"2017-08-21 06:06:50","2017-08-06 01:24:00",TRUE,506778.768851499,7995951.49286077
17007,"2017-08-21 07:06:50","2017-08-06 01:24:00",TRUE,508824.473156902,7993889.9229647
17007,"2017-08-21 08:06:50","2017-08-06 01:24:00",TRUE,509777.16614074,7993672.93158387
17007,"2017-08-21 09:06:50","2017-08-06 01:24:00",TRUE,508850.136620959,7993512.20254826
17007,"2017-08-21 10:06:50","2017-08-06 01:24:00",TRUE,507996.8028684,7990849.63196726
17007,"2017-08-21 11:06:50","2017-08-06 01:24:00",TRUE,508827.012185075,7990724.86841212
17007,"2017-08-21 12:06:50","2017-08-06 01:24:00",TRUE,507204.540477859,7988140.34915206
17007,"2017-08-21 13:06:50","2017-08-06 01:24:00",TRUE,507630.046238747,7984232.99586949
17007,"2017-08-21 14:06:50","2017-08-06 01:24:00",TRUE,506991.326766391,7982024.32245508
17007,"2017-08-21 15:06:50","2017-08-06 01:24:00",TRUE,504660.078355393,7979916.47093134
17007,"2017-08-21 16:06:50","2017-08-06 01:24:00",TRUE,504679.781887292,7979241.2284224
17007,"2017-08-21 17:06:50","2017-08-06 01:24:00",TRUE,505929.556395306,7981445.80130868
17007,"2017-08-21 18:06:50","2017-08-06 01:24:00",TRUE,507740.811467552,7985473.80391877
17007,"2017-08-23 00:01:10","2017-08-06 01:24:00",TRUE,509584.79126476,7994933.32712126
17007,"2017-08-23 01:01:10","2017-08-06 01:24:00",TRUE,514549.882587286,7993706.42323552
17007,"2017-08-23 02:01:10","2017-08-06 01:24:00",TRUE,517334.026141416,7993031.52567064
17007,"2017-08-23 03:01:10","2017-08-06 01:24:00",TRUE,513491.574390058,7990584.6401447
17007,"2017-08-23 04:01:10","2017-08-06 01:24:00",TRUE,508484.171882022,7987759.8427454
17007,"2017-08-23 05:01:10","2017-08-06 01:24:00",TRUE,507133.459020114,7987443.71864469
17007,"2017-08-23 06:01:10","2017-08-06 01:24:00",TRUE,507618.32261051,7984476.16683538
17007,"2017-08-23 08:01:10","2017-08-06 01:24:00",TRUE,508620.14459508,7987559.52271629
17007,"2017-08-23 09:01:10","2017-08-06 01:24:00",TRUE,509709.80047084,7991769.88098279
