"sim","n_m1","n_0","n_p1","cov.sim.index","beta_cov_est_re","beta_cov_SE_re","beta_cov_95LCI_re","beta_cov_95UCI_re","beta_cov_in_95CI_re","beta_cov_proxy_est_re","beta_cov_proxy_SE_re","beta_cov_proxy_95LCI_re","beta_cov_proxy_95UCI_re","beta_cov_proxy_in_95CI_re","beta_cov_est_no_re","beta_cov_SE_no_re","beta_cov_95LCI_no_re","beta_cov_95UCI_no_re","beta_cov_in_95CI_no_re","beta_cov_proxy_est_no_re","beta_cov_proxy_SE_no_re","beta_cov_proxy_95LCI_new","beta_cov_proxy_95UCI_new","beta_cov_proxy_in_95CI_new","converg_mess_re","converg_mess_no_re","beta_cov_sim","beta_cov_proxy_sim","beta_sim_factor","proxy_factor","beta_cov_proxy_95LCI_no_re","beta_cov_proxy_95UCI_no_re"
124,25,15,10,24,0.379596968170858,0.181898550208803,0.0230823609215534,0.736111575420163,NA,0.916133259089021,0.219484392569962,0.485951754483244,1.3463147636948,NA,0.178097818468141,0.155160025581143,-0.126010243511212,0.482205880447494,NA,0.620858200439641,0.170127017991184,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.287415372379723,0.954301028499559
125,25,15,10,25,0.301707146245506,0.166322571372295,-0.0242791034602852,0.627693395951297,NA,0.689186726677404,0.201598549114334,0.294060831077781,1.08431262227703,NA,0.175199312435246,0.138972282917936,-0.0971813569332197,0.447579981803712,NA,0.516504714698855,0.161345421188141,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.200273500099652,0.832735929298058
126,25,15,10,26,0.369119075791659,0.168653583037449,0.0385641271746243,0.699674024408693,NA,0.537307362886499,0.198995343244174,0.147283657036732,0.927331068736265,NA,0.272115241962467,0.152670035610657,-0.0271125293528681,0.571343013277803,NA,0.372562199283303,0.159980607594652,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.0590059701729506,0.686118428393656
127,25,15,10,27,0.819089770903788,0.200406625141746,0.426300003362746,1.21187953844483,NA,0.897587111759774,0.240164801583712,0.426872750301491,1.36830147321806,NA,0.57704006531852,0.161367342025879,0.26076588666684,0.8933142439702,NA,0.525177455804349,0.168004913397904,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.195893876318687,0.854461035290011
128,25,15,10,28,0.332342445159315,0.200577748404162,-0.0607827178129786,0.725467608131608,NA,0.767048647811635,0.237870400504281,0.300831229835127,1.23326606578814,NA,0.263430707999522,0.170232516462332,-0.0702188932642701,0.597080309263313,NA,0.682298467737027,0.208004947965036,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.274616261119429,1.08998067435462
129,25,15,10,29,1.23378481725752,0.253101376220918,0.737715235427003,1.72985439908804,NA,2.11322501810139,0.314923497864215,1.49598630440215,2.73046373180063,NA,0.408880622024392,0.142183592818887,0.130205900906865,0.687555343141919,NA,1.0799981747988,0.172184769982354,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.742522226947074,1.41747412265053
130,25,15,10,30,0.121183853458809,0.191329417702054,-0.253814914420237,0.496182621337856,NA,0.439189270737155,0.227782632010622,-0.00725648430740361,0.885635025781714,NA,0.0935664126956849,0.175210256217411,-0.249839379212476,0.436972204603845,NA,0.404239707364545,0.209622150469652,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",-0.00661215791780861,0.815091572646899
131,25,15,10,31,0.472712624947793,0.174930742037329,0.129854670765762,0.815570579129825,NA,0.956485727631327,0.214929184188924,0.535232267394461,1.37773918786819,NA,0.38289139622256,0.134449177347912,0.119375850869614,0.646406941575505,NA,0.826658123644862,0.174695411835904,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.484261408182097,1.16905483910763
132,25,15,10,32,0.848251092249106,0.223720010511897,0.409767929024865,1.28673425547335,NA,1.47870245343407,0.260648709458369,0.967840370278825,1.98956453658932,NA,0.738364798948855,0.155388677961987,0.433808586538067,1.04292101135964,NA,1.23814942787317,0.200257624926407,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.845651695387887,1.63064716035846
133,25,15,10,33,0.669931835430454,0.161035648198231,0.354307764734859,0.98555590612605,NA,0.982667775959751,0.203515963853642,0.583783816527656,1.38155173539185,NA,0.459685281860699,0.131689428815565,0.20157874423754,0.717791819483859,NA,0.706400008825854,0.155270833620375,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.402074767080407,1.0107252505713
134,25,15,10,34,0.488360144595538,0.181164741588608,0.133283775813362,0.843436513377715,NA,1.04085750769116,0.221646290050284,0.606438761885685,1.47527625349663,NA,0.511020875743398,0.155040477219039,0.20714712424818,0.814894627238617,NA,0.938429455663208,0.196528821384925,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.553240043824649,1.32361886750177
135,25,15,10,35,0.710956310781274,0.189090470830142,0.340345798134475,1.08156682342807,NA,1.00644195573296,0.226106482341799,0.563281393671996,1.44960251779393,NA,0.689950732154964,0.152192241978002,0.391659419151675,0.988242045158254,NA,0.886391218295001,0.190902191551277,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.512229798284732,1.26055263830527
136,25,15,10,36,0.278766594169763,0.160311033979791,-0.0354372587550034,0.59297044709453,NA,0.832876105568332,0.193455420010163,0.453710449734343,1.21204176140232,NA,0.120673421284111,0.130624240809117,-0.135345386209645,0.376692228777867,NA,0.636959908424604,0.154625070320655,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.333900339489148,0.94001947736006
137,25,15,10,37,0.621764402432745,0.14825729204771,0.331185449573797,0.912343355291693,NA,0.853288606288118,0.185096655490952,0.490505827867034,1.2160713847092,NA,0.460164081633818,0.119564412720782,0.225822138868403,0.694506024399232,NA,0.654900516752275,0.145680907839201,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.369371184152342,0.940429849352207
138,25,15,10,38,0.635846611176944,0.180496339988755,0.282080285457688,0.9896129368962,NA,0.749988114827126,0.218265731497126,0.322195142033469,1.17778108762078,NA,0.511791931337893,0.150678714246499,0.216467078177954,0.807116784497833,NA,0.601544091407085,0.180939234861031,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.246909707689229,0.95617847512494
139,25,15,10,39,0.459277225404721,0.161423318098343,0.142893335667017,0.775661115142426,NA,0.757778526748427,0.195679299708765,0.37425414679923,1.14130290669763,NA,0.416756753674026,0.135259600401064,0.151652808324662,0.68186069902339,NA,0.684714311492809,0.171586585924694,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.348410782850221,1.0210178401354
140,25,15,10,40,0.417062290433543,0.173834336300135,0.0763532520088551,0.75777132885823,NA,0.953940074361167,0.212608097487512,0.537235860464062,1.37064428825827,NA,0.137448982646277,0.139987513757415,-0.136921502603563,0.411819467896117,NA,0.496221335370841,0.139600464006637,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.222609453692753,0.769833217048929
141,25,15,10,41,0.896255333874378,0.196956870108852,0.510226961953294,1.28228370579546,NA,1.12301180700404,0.234033164336899,0.664315233715776,1.58170838029231,NA,0.562311140720308,0.14406348779022,0.279951893164252,0.844670388276365,NA,0.701538282594112,0.163338036966469,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.381401612834361,1.02167495235386
142,25,15,10,42,0.770601652357138,0.177578298649232,0.422554582568744,1.11864872214553,NA,1.05272676990768,0.206061637344143,0.64885338211781,1.45660015769756,NA,0.580442474891243,0.123896909006783,0.337608995442112,0.823275954340373,NA,0.836185804394321,0.155311983527024,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.531779910313876,1.14059169847477
143,25,15,10,43,0.496081786761626,0.177048640841975,0.149072827199587,0.843090746323664,NA,0.90710257896747,0.212815732803205,0.489991407329689,1.32421375060525,NA,0.30259497654281,0.144176497003514,0.0200142349987757,0.585175718086845,NA,0.663180714165814,0.167957137077151,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.333990774548141,0.992370653783487
144,25,15,10,44,0.60471900213307,0.188132768389307,0.235985551778213,0.973452452487927,NA,1.19217779935317,0.233617521704078,0.734295870655671,1.65005972805066,NA,0.342494894870261,0.134464358012191,0.078949595962067,0.606040193778455,NA,0.877041242046264,0.170960863315213,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.541964107182571,1.21211837690996
145,25,15,10,45,0.580339774317806,0.204327288573903,0.179865647654235,0.980813900981378,NA,1.23377099899899,0.244056250557575,0.755429537704262,1.71211246029372,NA,0.31606591945118,0.145326860037657,0.0312305077910789,0.600901331111281,NA,0.932286465062779,0.182980670336867,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.573650941335524,1.29092198879003
146,25,15,10,46,0.405623546340812,0.190994547962052,0.0312811110916818,0.779965981589941,NA,1.06175311672301,0.227854874408671,0.615165769180119,1.5083404642659,NA,0.273470767238571,0.142052841466831,-0.00494768593799488,0.551889220415137,NA,0.892394931919251,0.182043810163347,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.535595620390644,1.24919424344786
147,25,15,10,47,0.402859632165337,0.155448609072292,0.0981859569367989,0.707533307393875,NA,1.02916127310296,0.192151756678379,0.652550750447232,1.40577179575869,NA,0.456718644148238,0.125925469473867,0.20990925924316,0.703528029053315,NA,0.864456261599296,0.161808083462316,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.547318245605705,1.18159427759289
148,25,15,10,48,0.408269589562567,0.167407930224795,0.080156075595574,0.736383103529561,NA,0.973294632582577,0.208000672992365,0.565620804757449,1.3809684604077,NA,0.217568786763365,0.134867002380322,-0.046765680604944,0.481903254131673,NA,0.733703146781962,0.164087630165202,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.412097301349637,1.05530899221429
149,25,15,10,49,0.369637237806882,0.162067412716877,0.0519909458142148,0.687283529799549,NA,0.983395675524083,0.194562753593488,0.602059685747906,1.36473166530026,NA,0.100451550662166,0.122097453482867,-0.138855060768307,0.339758162092639,NA,0.641557483415397,0.141378863489959,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.364460002799872,0.918654964030922
150,25,15,10,50,0.945869582771048,0.214448530926846,0.525558185616907,1.36618097992519,NA,1.15301687558209,0.252206894744743,0.658700445229713,1.64733330593447,NA,0.612886797595723,0.157312820465476,0.304559335176975,0.92121426001447,NA,0.748892845941899,0.181373825095617,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.393406681016223,1.10437901086757
151,25,15,10,51,0.430914897538389,0.152744532256705,0.13154111547983,0.730288679596948,NA,0.861441882987873,0.184642274512949,0.499549674918935,1.22333409105681,NA,0.227687212580252,0.129663958707027,-0.0264494765784096,0.481823901738913,NA,0.569508879821291,0.141750775745096,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.291682464580289,0.847335295062294
152,25,15,10,52,0.801735664014296,0.186451219296181,0.436297989320202,1.16717333870839,NA,1.01849394486991,0.230496239686203,0.56672961651304,1.47025827322678,NA,0.500543850986009,0.149184289564505,0.208148016380386,0.792939685591633,NA,0.54855654666611,0.154147059530259,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.246433861664051,0.850679231668169
153,25,15,10,53,0.311132168897368,0.18729709599625,-0.0559633936642238,0.678227731458959,NA,0.847736782772837,0.218888415275149,0.418723372200498,1.27675019334518,NA,0.196241545400579,0.146607095142354,-0.0911030809564716,0.483586171757629,NA,0.716712235757346,0.180312268132898,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.363306684246138,1.07011778726855
154,25,15,10,54,0.288354057755773,0.184427569967736,-0.0731173371372309,0.649825452648776,NA,0.872645058988303,0.220493183962185,0.440486359585855,1.30480375839075,NA,0.216129009940532,0.150536151801505,-0.0789164259616721,0.511174445842736,NA,0.774896191034998,0.188677016314224,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.405096034348644,1.14469634772135
155,25,15,10,55,0.201231559039001,0.168378705409547,-0.128784639327191,0.531247757405192,NA,1.22408873744572,0.200149029565421,0.831803847956856,1.61637362693459,NA,-0.115470019421274,0.138092092413727,-0.386125547101955,0.155185508259407,NA,0.82807648543176,0.158021029479197,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.518360958852592,1.13779201201093
156,25,15,10,56,0.353713950546819,0.206298349940971,-0.0506233854075255,0.758051286501164,NA,1.16584444323384,0.250612051792891,0.674653847628083,1.65703503883959,NA,-0.0034741121590426,0.150062208285672,-0.297590635839508,0.290642411521423,NA,0.662885894860186,0.165739067466457,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.338043291794676,0.987728497925695
157,25,15,10,57,0.858263681369992,0.166940185334137,0.531066930542641,1.18546043219734,NA,1.48089387708039,0.199341944995216,1.0901908442816,1.87159690987918,NA,0.552522719732372,0.0891843373269073,0.377724630586563,0.727320808878181,NA,1.05957422167491,0.126884449676835,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.810885270110123,1.30826317323969
158,25,15,10,58,0.565853069857754,0.13903059445853,0.293358111969841,0.838348027745667,NA,0.947662508747865,0.183407397975311,0.58819061421805,1.30713440327768,NA,0.466119992714991,0.0989593889827515,0.272163154376708,0.660076831053274,NA,0.759045375476148,0.135761543601778,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.492957639531098,1.0251331114212
159,25,15,10,59,0.765683092235578,0.14853614011369,0.47455760721015,1.05680857726101,NA,1.07517088908566,0.193295120773206,0.696319413982853,1.45402236418846,NA,0.445768611439514,0.115878961428623,0.218650020473508,0.672887202405521,NA,0.60486026918909,0.12667413805453,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.356583520829556,0.853137017548623
160,25,15,10,60,0.703697724619575,0.164218241893836,0.38183588490317,1.02555956433598,NA,1.18182955967693,0.20599946959006,0.778078018446062,1.58558110090781,NA,0.394618694846756,0.114936931130219,0.169346449337967,0.619890940355545,NA,0.809188466306277,0.14097533110988,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.532881894622304,1.08549503799025
161,25,15,10,61,0.479233895381812,0.198486072333191,0.0902083421759465,0.868259448587678,NA,1.3159410534634,0.240355790438774,0.844852360727746,1.78702974619906,NA,0.560517721381813,0.170438144093409,0.226465097366884,0.894570345396742,NA,1.15334727040181,0.212542439643802,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.736771743513684,1.56992279728994
162,25,15,10,62,0.752069406458361,0.202682805634279,0.354818407129642,1.14932040578708,NA,1.46624531735141,0.239285547321106,0.997254262581084,1.93523637212173,NA,0.430973118996722,0.120032324825155,0.195714085358806,0.666232152634639,NA,1.08181944992526,0.162169736281811,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.763972607430549,1.39966629241996
163,25,15,10,63,0.70693326882388,0.191667344692893,0.331272176213385,1.08259436143438,NA,1.20529985739083,0.229881308841384,0.754740771342784,1.65585894343887,NA,0.442242565870861,0.140566181700953,0.16673791229268,0.717747219449041,NA,0.900600901722632,0.173119720713164,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.561292484111198,1.23990931933407
164,25,15,10,64,0.822671416070599,0.212605894746917,0.405971519465729,1.23937131267547,NA,1.07664016155291,0.254611341894996,0.577611101383307,1.57566922172252,NA,0.477503610184862,0.165519044907863,0.153092243409984,0.801914976959741,NA,0.580745771796638,0.171044987267625,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.245503757015982,0.915987786577295
165,25,15,10,65,0.59347069382829,0.148915294086049,0.301602080672443,0.885339306984137,NA,1.15618896641105,0.202134006181799,0.760013594243922,1.55236433857817,NA,0.470495490150196,0.0993093409525759,0.275852758554738,0.665138221745653,NA,0.860512003335472,0.135701481072528,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.594541987784574,1.12648201888637
166,25,15,10,66,0.406594677486318,0.144638309701679,0.123108799686277,0.690080555286358,NA,0.770532130680467,0.177833843424571,0.421984202335973,1.11908005902496,NA,0.290377783076397,0.104883673235368,0.0848095609688091,0.495946005183985,NA,0.623433918839823,0.136824482054509,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.355262861809639,0.891604975870007
167,25,15,10,67,0.491127723527212,0.169268650794683,0.159367264257947,0.822888182796477,NA,0.833681517073476,0.20768494144458,0.42662651171079,1.24073652243616,NA,0.442162536544344,0.140023994522283,0.167720550309237,0.716604522779452,NA,0.75234237736064,0.178703271513655,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.402090401274393,1.10259435344689
168,25,15,10,68,0.593353634244243,0.143719226667158,0.311669126090666,0.875038142397821,NA,0.553633482427558,0.176060797399722,0.208560660434699,0.898706304420418,NA,0.468468027840137,0.13173408563137,0.210273964466336,0.726662091213939,NA,0.271828765654201,0.121135766439245,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.0344070261936245,0.509250505114777
169,25,15,10,69,0.704528375906982,0.203099974842212,0.306459739955255,1.10259701185871,NA,1.13420313414057,0.23286431265191,0.677797468058153,1.59060880022299,NA,0.53708266238372,0.147633448347617,0.247726420708936,0.826438904058504,NA,0.944703746997615,0.183828684132616,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.584406146772299,1.30500134722293
170,25,15,10,70,0.224799811634329,0.171546949117584,-0.111426030293861,0.561025653562519,NA,0.972467094011752,0.203154330089881,0.574291923732224,1.37064226429128,NA,0.230455618668289,0.141354640843459,-0.0465943864324843,0.507505623769063,NA,0.884277499864257,0.177990136580129,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.535423242563839,1.23313175716468
171,25,15,10,71,0.419185431121791,0.152048947830848,0.121174969486119,0.717195892757463,NA,1.19976889089886,0.193802645925088,0.819922684777115,1.5796150970206,NA,0.225244241156308,0.0969162339746285,0.0352919130487792,0.415196569263837,NA,0.90457722856843,0.135325339921059,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.639344436127515,1.16981002100935
172,25,15,10,72,0.332077163874722,0.170647845319312,-0.00238646699049111,0.666540794739935,NA,0.668794790798449,0.206710523317353,0.263649609871009,1.07393997172589,NA,0.210529532049383,0.152226948911659,-0.0878298052938878,0.508888869392654,NA,0.476623913601121,0.166159315130675,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.150957640249157,0.802290186953085
173,25,15,10,73,0.557127060053522,0.162317446974178,0.238990709921643,0.875263410185401,NA,0.853381575914849,0.198852643115149,0.46363755717856,1.24312559465114,NA,0.329725208632048,0.144480399722877,0.0465488287032578,0.612901588560837,NA,0.269338204889116,0.106143927225319,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.0612999303498504,0.477376479428383
174,25,15,10,74,0.52499757205027,0.182056506514267,0.168173376131125,0.881821767969416,NA,0.65479224799498,0.214679808428504,0.234027555267153,1.07555694072281,NA,0.487411785562567,0.158128500387854,0.177485619873045,0.79733795125209,NA,0.608162207538309,0.193317267750904,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.22926732515685,0.987057089919767
175,25,15,10,75,0.902543051750557,0.226749671230752,0.458121862631986,1.34696424086913,NA,1.45323427915988,0.271288605723457,0.921518382525816,1.98495017579394,NA,0.754302246050914,0.14764557285429,0.46492224077972,1.04368225132211,NA,1.18127503250285,0.188911781537076,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.811014744434883,1.55153532057082
176,25,15,10,76,0.630958643287822,0.189393757886823,0.25975369893295,1.00216358764269,NA,1.56464048359422,0.22901605106367,1.11577727162784,2.0135036955606,NA,0.257163753950996,0.107960604185015,0.0455648579991822,0.46876264990281,NA,1.09645199235977,0.152583410700617,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.797394002748278,1.39550998197126
177,25,15,10,77,0.617174413273778,0.184553355132367,0.255456483988309,0.978892342559248,NA,1.14899112313658,0.22002903331764,0.717742142280846,1.58024010399232,NA,0.28845053478715,0.142748291610429,0.00866902437608758,0.568232045198211,NA,0.716885711659585,0.157853374348021,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.407498783099345,1.02627264021983
178,25,15,10,78,0.696903932111774,0.212182851669676,0.281033184702204,1.11277467952134,NA,1.08417662775654,0.253966691646392,0.586411058856822,1.58194219665626,NA,0.500930134201567,0.161694903968058,0.184013945940511,0.817846322462623,NA,0.862748544957745,0.200592313415518,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.46959483508776,1.25590225482773
179,25,15,10,79,0.660276690915807,0.150359568283188,0.365577352349767,0.954976029481847,NA,0.822377688355059,0.184583084539198,0.460601490502918,1.1841538862072,NA,0.459038887823388,0.119207341310687,0.225396792161667,0.692680983485109,NA,0.570269000374312,0.138792422281845,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.298240851374822,0.842297149373802
180,25,15,10,80,0.461388559829407,0.196600168318263,0.0760593105710986,0.846717809087715,NA,1.14526670596753,0.240868297029905,0.67317351877142,1.61735989316364,NA,0.331715995594664,0.144947158220276,0.047624785821493,0.615807205367834,NA,0.96257390352901,0.191116968435873,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.587991528560221,1.3371562784978
181,25,15,10,81,0.347664967927173,0.181297611633745,-0.00767182135809708,0.703001757212443,NA,1.03156854877983,0.218033867495628,0.604230021078417,1.45890707648124,NA,0.439002164291238,0.2032297797351,0.0406791154244338,0.837325213158042,NA,0.716814494876777,0.208292063455838,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.308569552237802,1.12505943751575
182,25,15,10,82,0.447383991462087,0.217974302781068,0.0201622084559643,0.874605774468209,NA,1.0010162768937,0.262220725453467,0.487073099004941,1.51495945478246,NA,0.279616807107533,0.17403309384521,-0.0614817889471577,0.620715403162223,NA,0.804934701614905,0.212420207744147,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.388598744847861,1.22127065838195
183,25,15,10,83,0.773073881934269,0.200061364612194,0.380960812596433,1.16518695127211,NA,1.55995284418719,0.242556891560507,1.08455007252661,2.03535561584777,NA,0.410798430882295,0.113598826534043,0.188148822189557,0.633448039575033,NA,1.10611160142271,0.156009822059116,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.800337968952336,1.41188523389307
184,25,15,10,84,0.549777660272118,0.178380654298729,0.20015800230792,0.899397318236316,NA,1.21935424509783,0.220317772569964,0.787539345706614,1.65116914448905,NA,0.193235328693136,0.140325075844602,-0.0817967660901354,0.468267423476407,NA,0.719968752119533,0.153790964518395,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.418544000515801,1.02139350372327
185,25,15,10,85,0.775265033658853,0.173915946447988,0.434396042283601,1.11613402503411,NA,1.32164582263027,0.232021794857174,0.866891461081865,1.77640018417867,NA,0.421785542199052,0.120927253248141,0.184772481083341,0.658798603314763,NA,0.857992864645608,0.1525401902532,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.559019585554448,1.15696614373677
186,25,15,10,86,0.87601107872064,0.207033390768742,0.470233089216698,1.28178906822458,NA,1.58551909677265,0.240078788073532,1.1149733186965,2.05606487484879,NA,0.829889087619619,0.137835125360287,0.559737206108893,1.10004096913034,NA,1.32720768752547,0.181851431409325,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.970785431426132,1.6836299436248
187,25,15,10,87,0.598219273963604,0.181976662181425,0.241551570061198,0.95488697786601,NA,1.16131095669958,0.223590096746562,0.723082419776498,1.59953949362267,NA,0.275481242533413,0.131996706121305,0.0167724524577376,0.534190032609089,NA,0.761351330925918,0.156515972089247,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.454585662625716,1.06811699922612
188,25,15,10,88,0.257856276316105,0.187015810147978,-0.108687976113512,0.624400528745721,NA,0.826660194776675,0.221162207077223,0.393190234163928,1.26013015538942,NA,0.071726261307626,0.153961027718933,-0.230031808044256,0.373484330659508,NA,0.569220597972101,0.170201257136123,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.235632263861858,0.902808932082343
189,25,15,10,89,0.431868456380523,0.184770398472402,0.0697251299655002,0.794011782795545,NA,0.760277522809773,0.217496926041257,0.333991381020739,1.18656366459881,NA,0.453497113471985,0.174796931188061,0.110901423735259,0.796092803208711,NA,0.716575731035356,0.207712481791572,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.309466747584443,1.12368471448627
190,25,15,10,90,0.0720334990168304,0.195747498987864,-0.311624549063174,0.455691547096835,NA,1.1157089825828,0.238142135443033,0.648958973912992,1.5824589912526,NA,0.0479056142619126,0.157339640117256,-0.260474413708402,0.356285642232227,NA,0.988678960436029,0.201919001793073,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.592924989127328,1.38443293174473
191,25,15,10,91,0.493448739302613,0.159034943454207,0.181745977849004,0.805151500756223,NA,0.835038270827233,0.189270991024796,0.464073945100428,1.20600259655404,NA,0.379401733843282,0.122938813078484,0.138446087907352,0.620357379779212,NA,0.700463034856815,0.153725564100359,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.399166465717008,1.00175960399662
192,25,15,10,92,0.42790723814755,0.171726556653099,0.0913293719183981,0.764485104376701,NA,0.886465066753772,0.208636202595118,0.477545623796139,1.2953845097114,NA,0.19547051807826,0.149736898824674,-0.098008410774818,0.488949446931338,NA,0.478375921948364,0.146591776949777,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.191061318697073,0.765690525199654
193,25,15,10,93,0.676514242004684,0.181064467544236,0.321634406738059,1.03139407727131,NA,1.26600653846007,0.22633808110893,0.822392051156657,1.70962102576347,NA,0.368579879399434,0.120108075979423,0.133172376227364,0.603987382571505,NA,0.895491217429415,0.155958354029299,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.589818460443842,1.20116397441499
