"sim","n_m1","n_0","n_p1","cov.sim.index","beta_cov_est_re","beta_cov_SE_re","beta_cov_95LCI_re","beta_cov_95UCI_re","beta_cov_in_95CI_re","beta_cov_proxy_est_re","beta_cov_proxy_SE_re","beta_cov_proxy_95LCI_re","beta_cov_proxy_95UCI_re","beta_cov_proxy_in_95CI_re","beta_cov_est_no_re","beta_cov_SE_no_re","beta_cov_95LCI_no_re","beta_cov_95UCI_no_re","beta_cov_in_95CI_no_re","beta_cov_proxy_est_no_re","beta_cov_proxy_SE_no_re","beta_cov_proxy_95LCI_new","beta_cov_proxy_95UCI_new","beta_cov_proxy_in_95CI_new","converg_mess_re","converg_mess_no_re","beta_cov_sim","beta_cov_proxy_sim","beta_sim_factor","proxy_factor","beta_cov_proxy_95LCI_no_re","beta_cov_proxy_95UCI_no_re"
54,10,15,25,54,0.40953748195481,0.186924432469868,0.0431723264832792,0.77590263742634,NA,1.28141893930012,0.232565411130407,0.825599109434774,1.73723876916547,NA,0.2717645752629,0.165743681864382,-0.0530870718563531,0.596616222382154,NA,1.07933559268359,0.204899727264764,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.677739506802577,1.48093167856461
55,10,15,25,55,0.596622991652454,0.173334376136897,0.256893857141417,0.936352126163492,NA,1.38827273719797,0.213338978784668,0.970136022281462,1.80640945211447,NA,0.531515512422771,0.214011883070763,0.112059929340479,0.950971095505062,NA,0.683822884944029,0.190743860019458,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.309971789033743,1.05767398085432
56,10,15,25,56,0.573804492532485,0.187699075558675,0.205921064506021,0.94168792055895,NA,1.16018066433684,0.232683875981441,0.704128647630032,1.61623268104365,NA,0.49146699925761,0.209763047483139,0.0803389809032923,0.902595017611928,NA,0.533713552915755,0.180477618438264,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.179983920761196,0.887443185070314
57,10,15,25,57,0.595709812905098,0.138802117354731,0.323662661911923,0.867756963898273,NA,1.19476382457671,0.176231665385922,0.849356107484789,1.54017154166863,NA,0.439844625077028,0.101441797169694,0.24102235609741,0.638666894056646,NA,0.931911560244556,0.135440619228452,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.666452824512987,1.19737029597613
58,10,15,25,58,0.680070818005963,0.136399254457864,0.412733191750435,0.947408444261492,NA,0.934068410272086,0.179427213918696,0.582397533145078,1.2857392873991,NA,0.544340047050426,0.126798631420618,0.295819296177046,0.792860797923805,NA,0.70700691629407,0.151235750829758,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.41059029149287,1.00342354109527
59,10,15,25,59,0.4820718377003,0.142651120353873,0.20248077945242,0.761662895948181,NA,1.11723385180518,0.174598915276571,0.775026266123336,1.45944143748701,NA,0.303960451982555,0.1544428922821,0.00125794544144009,0.60666295852367,NA,0.812560308090562,0.167289694988905,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.484678530927617,1.14044208525351
60,10,15,25,60,0.632811900496264,0.16524938976524,0.308929048089171,0.956694752903356,NA,1.29238382891585,0.208029525483563,0.884653451247106,1.70011420658459,NA,0.397762374886148,0.166961499463158,0.0705238491335556,0.725000900638741,NA,0.917220607215872,0.186713939058893,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.551268011248836,1.28317320318291
61,10,15,25,61,0.514867111842794,0.18848551674741,0.145442287410449,0.88429193627514,NA,1.01696463958206,0.229100079551191,0.567936734806461,1.46599254435765,NA,0.581621392746073,0.157156162445536,0.273600974404297,0.889641811087849,NA,0.900183523578426,0.198558904348863,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.51101522224492,1.28935182491193
62,10,15,25,62,0.0789544054098843,0.158108824434484,-0.230933196119671,0.38884200693944,NA,0.950038408161729,0.194080740561135,0.569647146569041,1.33042966975442,NA,0.0817953793063998,0.127621125097696,-0.168337429551564,0.331928188164364,NA,0.852713207345691,0.165947139871958,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.527462789859223,1.17796362483216
63,10,15,25,63,0.468435250322436,0.179226254948815,0.117158245538765,0.819712255106106,NA,0.609114557307877,0.216209929775456,0.18535088184805,1.0328782327677,NA,0.424402548050948,0.185106853564953,0.0615997817721102,0.787205314329786,NA,0.506447913339892,0.206295985006954,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.102115212571047,0.910780614108736
64,10,15,25,64,0.448562975790944,0.190210009924078,0.0757582068407456,0.821367744741143,NA,0.778964017033673,0.228314477676475,0.331475863638708,1.22645217042864,NA,0.404978548671536,0.206674902187325,-9.68161239590093e-05,0.810053913467032,NA,0.545714241281127,0.210463459095575,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.133213441392081,0.958215041170172
65,10,15,25,65,0.931867009061196,0.158853001586712,0.620520847115156,1.24321317100724,NA,1.44338980935359,0.234420150829345,0.983934756477631,1.90284486222956,NA,0.638108299773792,0.133583539218632,0.376289373977879,0.899927225569706,NA,0.891769555086354,0.161591380383862,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.575056269321874,1.20848284085084
66,10,15,25,66,0.551685620034071,0.146185015999186,0.265168253596255,0.838202986471887,NA,1.03606859613124,0.191818331025977,0.660111575745745,1.41202561651674,NA,0.372031374581683,0.117009352730008,0.142697257376524,0.601365491786842,NA,0.781412762140034,0.1520901384282,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.483321568417051,1.07950395586302
67,10,15,25,67,0.627576567650394,0.168340570889949,0.297635111569183,0.957518023731605,NA,0.780980293500878,0.206708306314566,0.375839457819056,1.1861211291827,NA,0.560241057014586,0.162843697203204,0.24107327538696,0.879408838642212,NA,0.680989420362971,0.192561398676855,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.303576014143676,1.05840282658227
68,10,15,25,68,0.760525045048274,0.151309112032359,0.463964634932114,1.05708545516443,NA,0.695228559912567,0.188968679311494,0.32485675425594,1.0656003655692,NA,0.792408564184643,0.153320357906312,0.49190618459148,1.09291094377781,NA,0.29104068114002,0.12992357937391,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.0363951448246254,0.545686217455415
69,10,15,25,69,0.964386737538245,0.194976808729316,0.582239214608231,1.34653426046826,NA,0.606320541131656,0.230722086778854,0.154113560607178,1.05852752165613,NA,0.927428597622612,0.207196095682103,0.521331712348376,1.33352548289685,NA,0.4386084476764,0.213700567679053,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.0197630315496917,0.857453863803107
70,10,15,25,70,0.63136542576728,0.175655836559238,0.28708631243692,0.975644539097641,NA,0.80908772611678,0.209293651735123,0.398879706523071,1.21929574571049,NA,0.553303013146843,0.174754279565751,0.210790919053727,0.895815107239959,NA,0.702557828351265,0.200983215923095,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.308637963644962,1.09647769305757
71,10,15,25,71,0.596791299047731,0.149979220091517,0.30283742923895,0.890745168856511,NA,1.02983914665387,0.190485601927529,0.656494227302478,1.40318406600526,NA,0.400852255825327,0.143964687301192,0.118686653669419,0.683017857981235,NA,0.744451453189156,0.166620029609071,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.417882196052379,1.07102071032593
72,10,15,25,72,0.736478107919163,0.180145370040755,0.383399670657642,1.08955654518068,NA,1.07040543270872,0.228095942438271,0.623345600509991,1.51746526490746,NA,0.723570740616457,0.197487661346912,0.336502036985466,1.11063944424745,NA,0.519812824647793,0.180030317757494,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.166959885717803,0.872665763577784
73,10,15,25,73,0.427937896238254,0.173546784200466,0.0877924495725949,0.768083342903912,NA,1.23091553480568,0.216248819217659,0.807075637439752,1.6547554321716,NA,0.568573788902572,0.175060112431927,0.225462273406463,0.911685304398681,NA,0.347218300746463,0.129717127578817,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.0929774025139942,0.601459198978931
74,10,15,25,74,0.18101817943833,0.165936987172498,-0.144212339122851,0.506248697999512,NA,0.828098967012574,0.199719298615371,0.436656334708846,1.2195415993163,NA,0.204767401224532,0.138145752630174,-0.0659932985477881,0.475528100996853,NA,0.748104369957998,0.175123086986514,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.404869426602955,1.09133931331304
75,10,15,25,75,0.315131186173463,0.194558561051767,-0.0661965863719371,0.696458958718864,NA,0.801396062932066,0.233708300630019,0.34333621080917,1.25945591505496,NA,0.380854097362839,0.165043320508814,0.0573751332766617,0.704333061449016,NA,0.706199944273085,0.202824728463984,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.30867078130956,1.10372910723661
76,10,15,25,76,0.700927593995559,0.171757603862871,0.364288876353433,1.03756631163768,NA,1.371664179903,0.217677317009413,0.945024478313244,1.79830388149276,NA,0.41986124939313,0.148944576345505,0.127935244063363,0.711787254722896,NA,0.98497104260834,0.179493294807997,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.633170649318236,1.33677143589844
77,10,15,25,77,0.711792203185444,0.171072544981795,0.376496176277517,1.04708823009337,NA,0.872409929207784,0.207725973541845,0.465274502412248,1.27954535600332,NA,0.680781239075044,0.192408209492916,0.303668078139091,1.057894400011,NA,0.448387201793236,0.173874987187122,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.107598489094113,0.789175914492358
78,10,15,25,78,0.598535579206228,0.190044118156432,0.226055952145947,0.971015206266509,NA,0.777268952572703,0.228974374848812,0.328487424486458,1.22605048065895,NA,0.539346720073428,0.193469150379088,0.160154153210851,0.918539286936005,NA,0.666418097261019,0.219020151479312,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.23714648847306,1.09568970604898
79,10,15,25,79,0.415786051429773,0.154736826343557,0.112507444714372,0.719064658145174,NA,0.982890600677519,0.194058299313453,0.602543323122056,1.36323787823298,NA,0.303971384072466,0.148943940300504,0.0120466253679936,0.595896142776938,NA,0.808966417195904,0.17614463198337,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.463729282438437,1.15420355195337
80,10,15,25,80,0.369160589349672,0.183890492356552,0.00874184723149257,0.729579331467851,NA,1.07497769773749,0.228174581666662,0.627763735483336,1.52219165999164,NA,0.285163946319933,0.161245558568973,-0.0308715411422988,0.601199433782164,NA,0.943660799173037,0.201960496641354,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.54782549945616,1.33949609888991
81,10,15,25,81,0.448446738351993,0.183952836451696,0.0879058040526811,0.808987672651305,NA,0.993838565765954,0.225740058225599,0.551396181775806,1.4362809497561,NA,0.625370437134529,0.147211519707912,0.336841160397613,0.913899713871444,NA,0.707058208861401,0.17451159528667,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.365021767214899,1.0490946505079
82,10,15,25,82,0.640227168141615,0.210368526280816,0.227912433150447,1.05254190313278,NA,1.0910983241803,0.257792655228222,0.585834004454031,1.59636264390656,NA,0.537116830527287,0.228737873362087,0.0887988368373132,0.98543482421726,NA,0.785353204142221,0.241059122205696,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.312886006474218,1.25782040181022
83,10,15,25,83,0.425794581250377,0.169225779353816,0.0941181484611767,0.757471014039578,NA,1.0122208431614,0.205862632226257,0.60873749823532,1.41570418808748,NA,0.346898642866824,0.147011571025087,0.0587612583470019,0.635036027386646,NA,0.897684916631028,0.184043478826902,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.536966326540841,1.25840350672122
84,10,15,25,84,0.529976870123376,0.165063942181578,0.206457488301282,0.85349625194547,NA,0.945234206980741,0.20132624414134,0.550642019320997,1.33982639464049,NA,0.486804840679511,0.188183586925278,0.117971787824404,0.855637893534619,NA,0.519846097129266,0.175363440625979,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.176140069297319,0.863552124961213
85,10,15,25,85,0.512655846274201,0.153248588433388,0.212294132263159,0.813017560285243,NA,0.910507744749382,0.186980174374012,0.5440333371533,1.27698215234546,NA,0.411102423924467,0.162211289786529,0.0931741380570811,0.729030709791853,NA,0.705375534116355,0.177559080255533,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.357366131687455,1.05338493654526
86,10,15,25,86,0.513842958745116,0.157176222883272,0.205783222667863,0.82190269482237,NA,0.652690622291735,0.193212889284749,0.274000317944702,1.03138092663877,NA,0.541835471111402,0.139436166780651,0.268545606079005,0.815125336143799,NA,0.595388455202865,0.174479281331406,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.253415347744876,0.937361562660853
87,10,15,25,87,0.406746483495607,0.166996238558161,0.079439870367953,0.734053096623262,NA,0.928401482192927,0.210669683362317,0.515496490168329,1.34130647421753,NA,0.304950431711088,0.178316032399342,-0.0445425696577004,0.654443433079876,NA,0.66413989390359,0.192308333870285,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.287222485590927,1.04105730221625
88,10,15,25,88,0.291633394096684,0.186145210930735,-0.0732045152221681,0.656471303415537,NA,0.415252757594232,0.222557326791031,-0.0209515874117004,0.851457102600164,NA,0.306550713955641,0.193117267075615,-0.0719521743053683,0.68505360221665,NA,0.262808884454447,0.185659138845638,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",-0.101076341083725,0.62669410999262
89,10,15,25,89,0.758488251162442,0.175630646567281,0.414258509309089,1.10271799301579,NA,0.893418809092476,0.208273495128789,0.485210259705771,1.30162735847918,NA,0.70182559959135,0.153525764753857,0.400920629974821,1.00273056920788,NA,0.804448661220557,0.187301655895583,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.4373441614205,1.17155316102061
90,10,15,25,90,0.442992769871713,0.188998300703833,0.0725629073529291,0.813422632390496,NA,1.22346803317247,0.231414890877417,0.769903181566468,1.67703288477847,NA,0.286578341097846,0.163849513115929,-0.0345608034937983,0.60771748568949,NA,1.03129484568844,0.204197167773265,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.631075751107759,1.43151394026913
91,10,15,25,91,0.625989600326054,0.157336303062523,0.31761611286283,0.934363087789277,NA,0.896453269431712,0.190123430190725,0.523818193640676,1.26908834522275,NA,0.522600402765703,0.15510894498304,0.218592456918941,0.826608348612465,NA,0.751200950559942,0.178637992207765,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.401076919562175,1.10132498155771
92,10,15,25,92,0.795284595401775,0.177929135311274,0.446549898391324,1.14401929241222,NA,1.16652683096375,0.227316624506483,0.72099443384383,1.61205922808367,NA,0.804773639887499,0.189011939440664,0.434317045935731,1.17523023383927,NA,0.401535101176644,0.147166033417318,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.113094975931083,0.689975226422206
93,10,15,25,93,0.670044639516241,0.164917639919578,0.346812004858524,0.993277274173959,NA,1.01042775090027,0.205137870830081,0.608364912208081,1.41249058959246,NA,0.525820442074109,0.17343748205615,0.185889223674743,0.865751660473476,NA,0.704965012262049,0.185847246793878,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.340711101920122,1.06921892260398
94,10,15,25,94,0.247416450917947,0.161157603037745,-0.0684466468708351,0.563279548706729,NA,0.866567061747334,0.19958238561434,0.475392773994643,1.25774134950002,NA,0.148684935303081,0.161474770369723,-0.167799799033452,0.465169669639613,NA,0.703028502765791,0.186199999050515,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.33808321070539,1.06797379482619
95,10,15,25,95,1.01408961098814,0.203830602005787,0.614588972109679,1.4135902498666,NA,0.884150003618775,0.244232702441659,0.405462702986237,1.36283730425131,NA,0.907616787656614,0.213627350312311,0.488914874931763,1.32631870038146,NA,0.643713744519259,0.22527365527234,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.202185493519782,1.08524199551874
96,10,15,25,96,0.570637159382603,0.160752827422228,0.255567407222053,0.885706911543153,NA,0.935559397990481,0.201135447992761,0.541341163910342,1.32977763207062,NA,0.446265328251981,0.160061832252252,0.132549901738075,0.759980754765886,NA,0.735518775593098,0.184144842221717,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.374601516899722,1.09643603428648
97,10,15,25,97,0.674010642381193,0.188263084911688,0.305021776335878,1.04299950842651,NA,0.98309579991248,0.234519381525219,0.523446258446443,1.44274534137852,NA,0.719962118368611,0.191606450284671,0.344420376605092,1.09550386013213,NA,0.243704841556924,0.125530425624126,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",-0.00233027163034627,0.489739954744195
98,10,15,25,98,0.648539461672418,0.172311275635334,0.31081556729701,0.986263356047827,NA,1.14160637637315,0.214238924670168,0.721705799933034,1.56150695281327,NA,0.512938762344458,0.152311780418098,0.214413158303812,0.811464366385104,NA,0.951979744118349,0.187516656622699,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.584453850636495,1.3195056376002
99,10,15,25,99,0.615733610010685,0.173119101966311,0.276426405120799,0.955040814900571,NA,1.18590406420366,0.216627032863664,0.761322881713101,1.61048524669421,NA,0.60514362158406,0.129933255453661,0.350479120500841,0.859808122667279,NA,1.00534784762617,0.174579327837007,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.663178652620428,1.34751704263192
100,10,15,25,100,0.664179138523601,0.187230503576948,0.297214094705485,1.03114418234172,NA,1.18582141225075,0.231883211637599,0.731338668821574,1.64030415567992,NA,0.500744041198585,0.199172921732467,0.110372287907334,0.891115794489836,NA,0.858008304002264,0.217258021442978,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 10, 0: 15, +1: 25",0.432190406621596,1.28382620138293
101,25,15,10,1,0.633929483878643,0.198091913510765,0.24567646776892,1.02218249998837,NA,1.02916088039,0.236136462409429,0.566341918630826,1.49197984214918,NA,0.347238653360746,0.146039612453591,0.0610062726355204,0.633471034085971,NA,0.670486344764589,0.168220325520966,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.340780565275891,1.00019212425329
102,25,15,10,2,0.596901542159827,0.177665628659777,0.248683308695998,0.945119775623657,NA,1.02349982909971,0.211434625082654,0.609095578852981,1.43790407934644,NA,0.420990289119725,0.127394274723537,0.171302098824991,0.670678479414459,NA,0.818510892809569,0.162683862884059,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.499656380690962,1.13736540492818
103,25,15,10,3,0.587663337782972,0.170612055577332,0.253269853523056,0.922056822042888,NA,0.764357664885533,0.205662549228071,0.361266475429817,1.16744885434125,NA,0.40520084911012,0.140837710351891,0.129164009155331,0.68123768906491,NA,0.493913432680044,0.150873894360336,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.198206033526484,0.789620831833604
104,25,15,10,4,0.50050364268835,0.195265528710551,0.117790238993499,0.883217046383202,NA,1.3870813272064,0.23423044349121,0.92799809388078,1.84616456053201,NA,0.036643344557424,0.141630158552234,-0.240946665329652,0.3142333544445,NA,0.797342593548474,0.157853476060599,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.487955465635244,1.1067297214617
105,25,15,10,5,0.602400598616339,0.191676377168395,0.22672180267917,0.978079394553508,NA,0.636780098825522,0.227477918383028,0.190931571516644,1.0826286261344,NA,0.473376523504393,0.170912685945706,0.138393814549804,0.808359232458983,NA,0.422157614967727,0.178145528525261,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.0729987950513614,0.771316434884092
106,25,15,10,6,0.41618314917795,0.185989384665493,0.0516506537268172,0.780715644629083,NA,0.940735037374931,0.221339316644915,0.506917948388191,1.37455212636167,NA,0.437858869790029,0.166786353081915,0.110963624636694,0.764754114943364,NA,0.856926455698415,0.202343032512647,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.460341399451009,1.25351151194582
107,25,15,10,7,1.18179533095643,0.211011212511812,0.768220954099149,1.59536970781371,NA,1.39417456346762,0.255538975683586,0.893327374481535,1.89502175245371,NA,0.736275161597584,0.147314840895745,0.447543379053677,1.02500694414149,NA,0.831983982324256,0.169161102079,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.500434314664312,1.1635336499842
108,25,15,10,8,0.301864794838633,0.178487177162669,-0.0479636441024175,0.651693233779684,NA,0.771008299404303,0.211476549369282,0.356521879065703,1.1854947197429,NA,0.222933639754582,0.142970620653018,-0.0572836275726724,0.503150907081837,NA,0.672555269162262,0.177252289246322,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.325147166062195,1.01996337226233
109,25,15,10,9,0.37513194153443,0.169683862544399,0.0425576821897634,0.707706200879096,NA,1.07440830904549,0.194839939770007,0.692529044346323,1.45628757374466,NA,0.127687572715937,0.118054421909151,-0.103694842441696,0.35906998787357,NA,0.802920639691938,0.147278977964302,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.514259147202038,1.09158213218184
110,25,15,10,10,0.57222891571624,0.143494638642029,0.290984592003273,0.853473239429207,NA,0.887600170105543,0.173124859733729,0.548281680198886,1.2269186600122,NA,0.471959217311166,0.103104611722191,0.269877891695686,0.674040542926647,NA,0.737517444068497,0.134616341326772,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.473674263337472,1.00136062479952
111,25,15,10,11,0.419522388606897,0.202064368205496,0.0234835043652841,0.815561272848511,NA,1.35359218776663,0.24980488514686,0.863983609716616,1.84320076581664,NA,0.309378979765443,0.142435120817549,0.0302112728294363,0.58854668670145,NA,1.12141044022725,0.189774452784169,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.749459347584482,1.49336153287002
112,25,15,10,12,0.562941041365396,0.163045081056928,0.243378554637404,0.882503528093389,NA,0.823242181022378,0.197473505627167,0.436201222092264,1.21028313995249,NA,0.350397684794102,0.134001751117457,0.0877590787385859,0.613036290849618,NA,0.49579584229185,0.14001745727461,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.221366668826738,0.770225015756963
113,25,15,10,13,0.485971924916061,0.186927635270609,0.119600492070428,0.852343357761694,NA,0.851691032843517,0.223372457619805,0.4138890607705,1.28949300491653,NA,0.334542516458045,0.14905292311684,0.0424041553586211,0.626680877557469,NA,0.67443260670268,0.179736701920454,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.32215514423858,1.02671006916678
114,25,15,10,14,0.528314197582392,0.204078693385526,0.128327308534768,0.928301086630016,NA,0.960730773440311,0.243126691314627,0.484211214783256,1.43725033209737,NA,0.365230306361176,0.159427813222997,0.0527575343101233,0.67770307841223,NA,0.773582098910581,0.194889596970229,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.391605507887406,1.15555868993375
115,25,15,10,15,0.524319153787394,0.171864073522454,0.187471759447039,0.861166548127748,NA,1.12724271048264,0.20894085092317,0.717726167774078,1.53675925319121,NA,0.302009033384534,0.130114771193561,0.0469887679884847,0.557029298780583,NA,0.866809323465118,0.1621846457761,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.548933258898576,1.18468538803166
116,25,15,10,16,0.281641955868508,0.15573062171305,-0.0235844539791006,0.586868365716118,NA,0.851282870389721,0.190384120122971,0.478136851720351,1.22442888905909,NA,0.167049485801222,0.127840928309817,-0.0835141294361865,0.417613101038631,NA,0.711900027647964,0.15875787650333,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.40074030743938,1.02305974785655
117,25,15,10,17,0.5255458475128,0.169709863841604,0.19292062656206,0.85817106846354,NA,0.995670793491364,0.215250050071044,0.573788447681673,1.41755313930105,NA,0.588139340382251,0.140089206799165,0.313569540433104,0.862709140331399,NA,0.848707877115068,0.180865911389539,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.494217204760558,1.20319854946958
118,25,15,10,18,0.841173212825687,0.218604453560456,0.412716356987134,1.26963006866424,NA,1.26373880577334,0.268282777268209,0.737914224655266,1.78956338689141,NA,0.641555673784758,0.153531614333715,0.340639239202384,0.942472108367132,NA,1.01765777353355,0.203551037817315,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.61870507039586,1.41661047667124
119,25,15,10,19,0.630164111879373,0.183876522475083,0.269772750225742,0.990555473533005,NA,0.986681971670141,0.218844673553765,0.557754293296338,1.41560965004395,NA,0.321410908957968,0.142420391142899,0.0422720716537777,0.600549746262158,NA,0.525442044473278,0.143659560529314,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.243874479800971,0.807009609145584
120,25,15,10,20,0.214139186827319,0.162734625450108,-0.104814818092508,0.533093191747147,NA,0.786652741456657,0.199921157912014,0.394814472201565,1.17849101071175,NA,0.175388845082511,0.135465147825305,-0.0901179658154823,0.440895655980503,NA,0.709468242342141,0.17361047622796,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.369197961596493,1.04973852308779
121,25,15,10,21,0.453218700712508,0.184393415818407,0.0918142467221118,0.814623154702904,NA,0.981006116354671,0.219503533505519,0.550787096204573,1.41122513650477,NA,0.378678507598492,0.141188039425117,0.101955035277442,0.655401979919543,NA,0.864749063201976,0.180110686366789,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.511738604692279,1.21775952171167
122,25,15,10,22,0.390923203054663,0.184286562059419,0.0297281785834955,0.752118227525831,NA,1.1281023897734,0.225379221356834,0.686367233050323,1.56983754649647,NA,0.515687300897664,0.180215813149386,0.162470797680267,0.868903804115061,NA,0.885667611233979,0.206412509391243,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.481106526868608,1.29022869559935
123,25,15,10,23,0.793692129123364,0.196978814904633,0.407620746192902,1.17976351205383,NA,1.22205500008547,0.23346992485396,0.764462355898434,1.6796476442725,NA,0.34176681213912,0.145528158507902,0.0565368627271955,0.626996761551044,NA,0.53022032854036,0.137732330766214,NA,NA,NA,0,0,0.5,1,"0.5 1","-1: 25, 0: 15, +1: 10",0.260269920731823,0.800170736348898
