"sim","n_m1","n_0","n_p1","cov.sim.index","beta_cov_sim","beta_cov_proxy_sim","gamma_shape_sim","gamma_scale_sim","vonMises_kappa_sim","beta_cov_est","beta_cov_SE","beta_cov_95LCI","beta_cov_95UCI","beta_cov_in_95CI","beta_cov_est_new","beta_cov_SE_new","beta_cov_95LCI_new","beta_cov_95UCI_new","beta_cov_in_95CI_new","beta_cov_proxy_est_new","beta_cov_proxy_SE_new","beta_cov_proxy_95LCI_new","beta_cov_proxy_95UCI_new","beta_cov_proxy_in_95CI_new","gamma_shape_est","gamma_scale_est","vonMises_kappa_est","converg_mess_baseline","converg_mess_new","AICc_baseline","AICc_new","beta_sim_factor","proxy_factor","gamma_shape_est_new","gamma_scale_est_new","vonMises_kappa_est_new","deltaAICc"
110,15,10,5,10,0,-1,1,1,1,0.458546674014246,0.18068803026346,0.104404642260381,0.812688705768111,FALSE,0.0779112453025555,0.11611739060646,-0.149674658264876,0.305497148869987,TRUE,-1.13945469379626,0.145797760285681,-1.4252130529828,-0.853696334609723,TRUE,1.00060338880337,1.00306691600744,0.996538527205245,0,0,67333.4046058507,67296.5380265543,"0 -1","-1: 15, 0: 10, +1: 5",1.00024018042615,1.00470015702389,0.998043623850844,36.8665792963438
111,15,10,5,11,0,-1,1,1,1,0.429644044300456,0.174846665928894,0.0869508762629184,0.772337212337994,FALSE,0.0515518547457446,0.109664850481031,-0.163387302567046,0.266491012058535,TRUE,-1.13055835480698,0.135012915044926,-1.3951788057428,-0.865937903871161,TRUE,0.985067830619428,1.02072292904856,1.00733613670337,0,0,67332.7500573261,67291.8863656473,"0 -1","-1: 15, 0: 10, +1: 5",0.985818970059108,1.02040782251516,1.00799566550046,40.8636916787364
112,15,10,5,12,0,-1,1,1,1,0.536511154123792,0.149041327621644,0.244395519777335,0.82862678847025,FALSE,0.255514992763555,0.117632398028576,0.0249597292124659,0.486070256314644,FALSE,-0.838008194300773,0.144953846887074,-1.12211251361997,-0.553903874981575,TRUE,1.07540879427565,0.914064680887512,0.988290108683098,0,0,67344.9220643407,67321.4311558235,"0 -1","-1: 15, 0: 10, +1: 5",1.07663260234539,0.913688595233288,0.988751964146816,23.4909085172258
113,15,10,5,13,0,-1,1,1,1,0.328076300340973,0.151721792985285,0.0307070504199731,0.625445550261974,FALSE,0.0604585280927857,0.115873539103481,-0.16664943531123,0.287566491496802,TRUE,-0.80334411722823,0.143139258803457,-1.08389190925676,-0.522796325199696,TRUE,1.00691923666131,0.971939214824421,0.960548387212498,0,0,67357.0856841556,67337.2831042256,"0 -1","-1: 15, 0: 10, +1: 5",1.00737054823781,0.971230802123626,0.96163592898138,19.802579929994
114,15,10,5,14,0,-1,1,1,1,0.335077147289712,0.177714825120202,-0.0132375094647172,0.683391804044142,TRUE,-0.047269593889651,0.112482269397986,-0.267730790809036,0.173191603029734,TRUE,-1.11621693679921,0.13784157172451,-1.38638145295164,-0.846052420646771,TRUE,0.969480815197607,1.03869520808375,0.973312584904166,0,0,67338.7111680156,67303.2651271089,"0 -1","-1: 15, 0: 10, +1: 5",0.969188575775383,1.03995632746238,0.973482655639502,35.4460409067397
115,15,10,5,15,0,-1,1,1,1,0.13329868229334,0.165423512395685,-0.190925444198318,0.457522808784997,TRUE,-0.211359970024808,0.117446774464725,-0.441551418076068,0.0188314780264509,TRUE,-0.998234289140064,0.14453889148888,-1.28152531082361,-0.714943267456516,TRUE,1.03298366060698,0.95354803571531,1.03466333365769,0,0,67362.7644923901,67331.5925552247,"0 -1","-1: 15, 0: 10, +1: 5",1.03313425089826,0.954610461980845,1.03627582145565,31.1719371653599
116,15,10,5,16,0,-1,1,1,1,0.379801569225312,0.162958608189171,0.0604085662037638,0.699194572246861,FALSE,0.0747357921084073,0.111975259749611,-0.144731684160347,0.294203268377162,TRUE,-0.930415039533821,0.138291902561996,-1.20146218790886,-0.659367891158786,TRUE,0.99219705282606,1.01404392486435,1.00103256559478,0,0,67347.6656295499,67321.7834811364,"0 -1","-1: 15, 0: 10, +1: 5",0.99167168265235,1.01574317558933,1.00068187880725,25.8821484134241
117,15,10,5,17,0,-1,1,1,1,0.269153325998896,0.171572977849415,-0.0671235313062453,0.605430183304037,TRUE,-0.0657419118094024,0.113419764183086,-0.288040564743278,0.156556741124473,TRUE,-1.03376162910627,0.13869204413632,-1.3055930405557,-0.761930217656844,TRUE,1.05457816439728,0.952513107776076,1.01798962856745,0,0,67351.4547741039,67318.9709939389,"0 -1","-1: 15, 0: 10, +1: 5",1.05488686697837,0.952923677756,1.02003582089815,32.4837801649846
118,15,10,5,18,0,-1,1,1,1,0.417028183806034,0.131437051153868,0.159416297310305,0.674640070301763,FALSE,0.175695707894206,0.108896251608588,-0.0377370233100371,0.38912843909845,TRUE,-0.729897803634694,0.132708277445126,-0.990001247877489,-0.469794359391898,FALSE,1.00943415298311,0.983294440025341,1.00516166150265,0,0,67358.8191439817,67335.263835087,"0 -1","-1: 15, 0: 10, +1: 5",1.00936984129121,0.984399146699301,1.00562453676732,23.5553088946617
119,15,10,5,19,0,-1,1,1,1,0.299103332358696,0.173188475679199,-0.0403398425099251,0.638546507227318,TRUE,-0.0822763100202986,0.110717199499452,-0.299278033508361,0.134725413467764,TRUE,-1.15366769594919,0.136592196239216,-1.42138348114728,-0.885951910751096,TRUE,0.993577004560828,1.01660082128863,0.990774942708542,0,0,67345.669377654,67300.4796984687,"0 -1","-1: 15, 0: 10, +1: 5",0.994162753628877,1.01854032207793,0.991592542624997,45.1896791853214
120,15,10,5,20,0,-1,1,1,1,0.360500421786325,0.17861707404471,0.0104173896347687,0.710583453937881,FALSE,0.0265313823941289,0.114983694961927,-0.198832518540589,0.251895283328846,TRUE,-1.05375216669105,0.141170319271383,-1.33044090814898,-0.77706342523312,TRUE,1.00935747047528,1.00561627375739,1.02053617308126,0,0,67338.4274539777,67308.8832942355,"0 -1","-1: 15, 0: 10, +1: 5",1.00893584786841,1.00642852269803,1.019783291582,29.5441597422323
121,15,10,5,21,0,-1,1,1,1,0.344467901924607,0.184137222195624,-0.0164344217920658,0.705370225641279,TRUE,-0.0391489999477851,0.115701866903583,-0.265920492022854,0.187622492127284,TRUE,-1.11913038904356,0.141601061819058,-1.39666337038155,-0.841597407705581,TRUE,1.0296113893817,0.962168019887869,1.01115528574386,0,0,67340.7198539209,67306.964750189,"0 -1","-1: 15, 0: 10, +1: 5",1.02915621918476,0.961967088424425,1.01121329471696,33.7551037319499
122,15,10,5,22,0,-1,1,1,1,0.324749490195161,0.153245795023288,0.0243932511673083,0.625105729223013,FALSE,0.00732792777786763,0.112992693432372,-0.214133681865756,0.228789537421491,TRUE,-0.875399576173132,0.139671826928137,-1.14915132660719,-0.601647825739073,TRUE,1.00982705723912,1.00674720872459,0.971152634125814,0,0,67358.1297738373,67333.3646344094,"0 -1","-1: 15, 0: 10, +1: 5",1.0104757327886,1.00514950835356,0.970623680937447,24.7651394278364
123,15,10,5,23,0,-1,1,1,1,0.347582189679444,0.191462953198787,-0.0276783029638563,0.722842682322745,TRUE,-0.020073014169612,0.134074336668796,-0.28285388529155,0.242707856952327,TRUE,-1.08390495043308,0.163699136411301,-1.40474936209954,-0.763060538766624,TRUE,1.01776125743295,0.987294384462303,0.981678358234706,0,0,67333.7016034337,67308.336154661,"0 -1","-1: 15, 0: 10, +1: 5",1.01755359443607,0.987779993994284,0.981434462196933,25.3654487727326
124,15,10,5,24,0,-1,1,1,1,0.486309654319171,0.176689326200816,0.140004938512923,0.83261437012542,FALSE,0.137370631563834,0.112184023725645,-0.082506014579218,0.357247277706885,TRUE,-1.02815479584015,0.139219137001635,-1.3010192903221,-0.755290301358199,TRUE,0.986737219865389,1.02544566868936,0.982539681888553,0,0,67331.6902469697,67302.3465256282,"0 -1","-1: 15, 0: 10, +1: 5",0.986880923413683,1.02397075432531,0.981424818172248,29.3437213415018
125,15,10,5,25,0,-1,1,1,1,0.530534617799731,0.139621402694142,0.256881697048249,0.804187538551213,FALSE,0.297649407010105,0.111735219846888,0.0786524003055399,0.516646413714671,FALSE,-0.723371855317251,0.140656923663492,-0.999054359873895,-0.447689350760606,FALSE,0.996830530872075,1.04949364286677,1.05124771697398,0,0,67347.7847574917,67330.3465584553,"0 -1","-1: 15, 0: 10, +1: 5",0.997507920287936,1.04840264279646,1.05008038506221,17.4381990363618
126,15,10,5,26,0,-1,1,1,1,0.324203246128921,0.173864077149866,-0.0165640832901105,0.664970575547952,TRUE,-0.0491030476768379,0.11392426230703,-0.272390498763911,0.174184403410235,TRUE,-1.11499080961829,0.141533227776724,-1.39239083867637,-0.837590780560205,TRUE,0.98564708925761,1.0137010787532,1.00908456390616,0,0,67344.1785898923,67307.5164391745,"0 -1","-1: 15, 0: 10, +1: 5",0.986404101355105,1.0142836765392,1.00901276183575,36.6621507177624
127,15,10,5,27,0,-1,1,1,1,0.343063227639875,0.171665747136739,0.00660454587270648,0.679521909407043,FALSE,0.0509269259166815,0.134067334523088,-0.211840221251854,0.313694073085217,TRUE,-0.884202035810603,0.163037569892997,-1.20374980092781,-0.564654270693398,TRUE,1.00481773931435,0.980771785655731,1.04152187128584,0,0,67342.4283908037,67324.0389454429,"0 -1","-1: 15, 0: 10, +1: 5",1.00452136486236,0.981458997839757,1.04281527852037,18.3894453608664
128,15,10,5,28,0,-1,1,1,1,0.256294316587151,0.177201334449516,-0.0910139169463368,0.603602550120639,TRUE,-0.0422219520318291,0.138475633399975,-0.313629206232153,0.229185302168494,TRUE,-0.912754968418355,0.1706241630849,-1.24717218295705,-0.578337753879662,TRUE,1.00840476007206,0.989881682860734,0.969954466546228,0,0,67351.5586194501,67333.1304546423,"0 -1","-1: 15, 0: 10, +1: 5",1.00847844188373,0.99008195009887,0.970786730158625,18.4281648078322
129,15,10,5,29,0,-1,1,1,1,0.304891339571628,0.176072065842514,-0.0402035681632652,0.649986247306521,TRUE,-0.073294586986011,0.115357689981398,-0.299391504689288,0.152802330717266,TRUE,-1.06256483028939,0.141025897050506,-1.33897050939584,-0.786159151182948,TRUE,0.991852761351379,0.998242803820553,1.05427220409849,0,0,67348.9168977417,67315.7397086002,"0 -1","-1: 15, 0: 10, +1: 5",0.991737284080937,0.997843631902205,1.05546442890595,33.177189141541
130,15,10,5,30,0,-1,1,1,1,0.428082267140797,0.148719955913848,0.136596509767269,0.719568024514324,FALSE,0.120284513910987,0.113652597253669,-0.10247048345564,0.343039511277613,TRUE,-0.894797366440327,0.138334157086496,-1.16592733216157,-0.623667400719087,TRUE,0.962446205890942,1.03291420222056,1.04155534074796,0,0,67351.3256619359,67321.9250014356,"0 -1","-1: 15, 0: 10, +1: 5",0.963002417880138,1.03375126191571,1.04292964972707,29.4006605003087
131,15,10,5,31,0,-1,1,1,1,0.243140049157184,0.148553044557865,-0.0480185679700055,0.534298666284373,TRUE,-0.0440059054142849,0.112071504247115,-0.263662017431858,0.175650206603288,TRUE,-0.798353233405053,0.13685154166803,-1.06657732630317,-0.530129140506932,TRUE,1.03229815086669,0.983725345202516,0.993455113546327,0,0,67364.2791140588,67342.6992808629,"0 -1","-1: 15, 0: 10, +1: 5",1.03334129207911,0.982258464601205,0.993575608436807,21.5798331959522
132,15,10,5,32,0,-1,1,1,1,0.305803586334183,0.132266140532957,0.0465667145154749,0.565040458152892,FALSE,0.0406429127924378,0.110972242325099,-0.176858685448407,0.258144511033283,TRUE,-0.823954536587487,0.137589604897842,-1.09362520683435,-0.554283866340622,TRUE,0.977003943295151,1.02923676418856,0.99723529750366,0,0,67366.8640719633,67337.4951586412,"0 -1","-1: 15, 0: 10, +1: 5",0.978060232154294,1.0302919752795,0.998798786246907,29.3689133221196
133,15,10,5,33,0,-1,1,1,1,0.294716707487022,0.165671653970671,-0.0299937675546761,0.61942718252872,TRUE,-0.0471272964832192,0.11501774694609,-0.272557938080497,0.178303345114058,TRUE,-1.05466874807191,0.143138579241017,-1.33521520818253,-0.774122287961282,TRUE,1.00083889954782,0.975472059719114,0.944207986516677,0,0,67355.8114863816,67319.8863888768,"0 -1","-1: 15, 0: 10, +1: 5",1.00137440829524,0.976462643261819,0.944977725926985,35.9250975048344
134,15,10,5,34,0,-1,1,1,1,0.448646905993858,0.156958323897603,0.141014244080783,0.756279567906933,FALSE,0.113136857436793,0.111272365491824,-0.10495297140176,0.331226686275345,TRUE,-1.01917632686778,0.134457232219431,-1.2827076594788,-0.755644994256754,TRUE,1.0049745692174,0.987988444894614,0.987028451050072,0,0,67347.2889225411,67306.8494044724,"0 -1","-1: 15, 0: 10, +1: 5",1.00638301344702,0.989150680114381,0.989902352324623,40.4395180686988
135,15,10,5,35,0,-1,1,1,1,0.341137761154063,0.170276572037843,0.0074018125489515,0.674873709759175,FALSE,0.0166984726029032,0.113799263411361,-0.206343985150551,0.239740930356357,TRUE,-0.983422699159396,0.138508954524733,-1.25489526156417,-0.711950136754624,TRUE,1.01162245828164,0.978971974551056,0.96956493014204,0,0,67348.1132784604,67319.6258278328,"0 -1","-1: 15, 0: 10, +1: 5",1.01160017467323,0.979922631159665,0.970693174439461,28.4874506276683
136,15,10,5,36,0,-1,1,1,1,0.252838762923714,0.182004360827714,-0.103883229327839,0.609560755175266,TRUE,-0.124117933319996,0.109955752013837,-0.339627247160133,0.091391380520142,TRUE,-1.11747240977633,0.13571602574207,-1.38347093235569,-0.851473887196958,TRUE,1.00029303218969,1.00668104861773,0.904589562304684,0,0,67341.4181507587,67306.5129613722,"0 -1","-1: 15, 0: 10, +1: 5",1.00036086236871,1.00708723823895,0.905800869692111,34.9051893865253
137,15,10,5,37,0,-1,1,1,1,0.489050006177792,0.156060117163702,0.183177797113834,0.79492221524175,FALSE,0.183626675550016,0.112907342128113,-0.0376676486112282,0.40492099971126,TRUE,-0.906619512119967,0.139472667579025,-1.17998091740258,-0.633258106837351,TRUE,1.05225042073612,0.958217710079513,1.04714475665276,0,0,67341.7947261357,67315.1869489849,"0 -1","-1: 15, 0: 10, +1: 5",1.0520968638994,0.959091668823471,1.04729787461082,26.6077771507407
138,15,10,5,38,0,-1,1,1,1,0.383070753453902,0.160513083527674,0.0684708906921914,0.697670616215614,FALSE,0.0442438370307713,0.110004669104072,-0.171361352544457,0.259849026605999,TRUE,-1.03039556109612,0.135794550990379,-1.29654799033405,-0.764243131858187,TRUE,0.985668583531812,1.03066183215189,1.00142596743376,0,0,67349.505132979,67311.1510996194,"0 -1","-1: 15, 0: 10, +1: 5",0.986361447979901,1.03180545990242,1.00327806473352,38.3540333595301
139,15,10,5,39,0,-1,1,1,1,0.2203245628558,0.177446628854521,-0.127464438877107,0.568113564588707,TRUE,-0.149560414254131,0.113860182857813,-0.372722271928589,0.0736014434203272,TRUE,-1.09420725426371,0.142683051288453,-1.37386089599336,-0.814553612534065,TRUE,1.0056100060343,1.00204121309828,1.01639073213054,0,0,67352.4985891262,67317.8610063859,"0 -1","-1: 15, 0: 10, +1: 5",1.00610946155292,1.00043997176719,1.01630320458881,34.6375827403099
140,15,10,5,40,0,-1,1,1,1,0.365980926595886,0.177235689412242,0.0186053585727634,0.713356494619008,FALSE,0.0284086842061385,0.110109155917717,-0.187401295760693,0.24421866417297,TRUE,-1.09942640209604,0.136737388636676,-1.36742675916398,-0.831426045028098,TRUE,1.01588384142064,1.00505966597741,0.967192981264888,0,0,67337.8309899456,67301.6616306755,"0 -1","-1: 15, 0: 10, +1: 5",1.01588920499445,1.00547852547355,0.965813892371046,36.1693592700758
141,15,10,5,41,0,-1,1,1,1,0.333031379873869,0.154676871432619,0.0298702826246035,0.636192477123135,FALSE,0.00209774440625492,0.108968626487846,-0.21147683895472,0.21567232776723,TRUE,-0.986104797564072,0.138043055581024,-1.25666421481874,-0.715545380309405,TRUE,1.00111113863936,1.02459177683024,0.972424165606945,0,0,67356.2750773505,67321.2287566091,"0 -1","-1: 15, 0: 10, +1: 5",1.00237116595793,1.02408745416946,0.972517447482564,35.0463207414286
142,15,10,5,42,0,-1,1,1,1,0.331633249434158,0.157487918296651,0.0229626015725352,0.64030389729578,FALSE,0.0090117189990282,0.117023149060276,-0.220349438516574,0.238372876514631,TRUE,-0.925295085323697,0.144276676308995,-1.20807217469847,-0.642517995948924,TRUE,0.980509848038309,0.986761146503068,1.05020584542294,0,0,67356.3340427123,67329.4795255965,"0 -1","-1: 15, 0: 10, +1: 5",0.98073456824853,0.987082845398161,1.05236047213988,26.8545171157602
143,15,10,5,43,0,-1,1,1,1,0.379975580019709,0.167147292182947,0.0523729072277391,0.707578252811679,FALSE,-0.00356748101703615,0.110839262031497,-0.220808442671768,0.213673480637696,TRUE,-1.13304827726079,0.136308922419453,-1.40020885597438,-0.865887698547194,TRUE,0.997222590353872,0.998269899662396,1.01676064467057,0,0,67345.0818726274,67297.577289223,"0 -1","-1: 15, 0: 10, +1: 5",0.99848041595227,0.999622040631353,1.01933995693807,47.504583404414
144,15,10,5,44,0,-1,1,1,1,0.41206139949267,0.185345207182265,0.0487914687083155,0.775331330277024,FALSE,0.0372100488151845,0.117526061398631,-0.193136798770975,0.267556896401344,TRUE,-1.10029542271007,0.144186582533978,-1.38289593153057,-0.817694913889556,TRUE,0.982930626735761,1.04825173512762,1.02006304747046,0,0,67331.545672648,67300.8328740992,"0 -1","-1: 15, 0: 10, +1: 5",0.98220911609379,1.04922604725854,1.02067078008328,30.7127985488914
145,15,10,5,45,0,-1,1,1,1,0.256707916707079,0.170152375155718,-0.0767846104820761,0.590200443896234,TRUE,-0.0447717535083768,0.117382596188007,-0.274837414448678,0.185293907431925,TRUE,-0.953512232438158,0.145583780129465,-1.23885119822511,-0.668173266651208,TRUE,0.986809357339146,1.02326603571197,1.07610124617315,0,0,67352.3452194448,67327.1492036047,"0 -1","-1: 15, 0: 10, +1: 5",0.986688078734142,1.02336927794068,1.0757780818245,25.1960158401052
146,15,10,5,46,0,-1,1,1,1,0.3849708715516,0.178911938858846,0.0343099149840284,0.735631828119171,FALSE,0.00772135300024035,0.11049370397033,-0.208842327300036,0.224285033300517,TRUE,-1.15648666653046,0.13622655189067,-1.42348580197425,-0.889487531086672,TRUE,1.00059119397349,0.998732921190032,1.00370165557809,0,0,67338.2521521458,67295.8777565792,"0 -1","-1: 15, 0: 10, +1: 5",1.00178884152995,0.998681488958701,1.00378395349659,42.3743955666432
147,15,10,5,47,0,-1,1,1,1,0.431291545820455,0.158402825460887,0.120827712867732,0.741755378773178,FALSE,0.152352909176032,0.110540306792073,-0.0643021109764395,0.369007929328503,TRUE,-0.905059065904633,0.135589575678463,-1.17080975091349,-0.639308380895777,TRUE,0.974288238817828,1.04378040054178,1.01865098732963,0,0,67346.6350581374,67319.3473809641,"0 -1","-1: 15, 0: 10, +1: 5",0.974633590123786,1.04399978327613,1.01921866646487,27.2876771732699
148,15,10,5,48,0,-1,1,1,1,0.400018033060692,0.15498950324565,0.0962441887174645,0.703791877403919,FALSE,0.104461579096549,0.110816849796308,-0.1127354553844,0.321658613577498,TRUE,-0.912597719630266,0.135387235431236,-1.17795182504193,-0.647243614218599,TRUE,1.03944263691123,0.954161258401162,1.01494547252658,0,0,67349.0213249111,67319.6396050232,"0 -1","-1: 15, 0: 10, +1: 5",1.03917369613359,0.955551494901299,1.01621530333131,29.3817198878969
149,15,10,5,49,0,-1,1,1,1,0.154236331998795,0.15989336610017,-0.159148906924415,0.467621570922005,TRUE,-0.123375834071182,0.127232490195039,-0.372746932516804,0.125995264374439,TRUE,-0.825056383501716,0.156783067646958,-1.13234554947546,-0.517767217527972,TRUE,1.00130493288774,0.990061077569047,1.03196957694838,0,0,67364.2603664453,67345.8077609529,"0 -1","-1: 15, 0: 10, +1: 5",1.00143255170649,0.990048302579523,1.03062417903656,18.4526054924354
150,15,10,5,50,0,-1,1,1,1,0.231552807372849,0.160151508145193,-0.0823383806615026,0.5454439954072,TRUE,-0.0719209825766014,0.112187512515282,-0.29180446662169,0.147962501468487,TRUE,-0.922809817199535,0.137627895526327,-1.19255553569918,-0.653064098699893,TRUE,0.994942469177505,1.03404949118689,0.968421583669159,0,0,67357.9163991154,67330.7419947182,"0 -1","-1: 15, 0: 10, +1: 5",0.994437962651712,1.03594210255515,0.968532986611628,27.1744043972139
151,15,10,5,51,0,-1,1,1,1,0.452617791435434,0.17826034222983,0.103233940793182,0.802001642077686,FALSE,0.0587984690913355,0.118086492423659,-0.172646803119697,0.290243741302368,TRUE,-1.14695471686291,0.143044266487092,-1.42731632737257,-0.866593106353263,TRUE,0.981207286315937,0.9878908780538,1.00886463872048,0,0,67335.1153076216,67296.6372508102,"0 -1","-1: 15, 0: 10, +1: 5",0.98161294307375,0.988872643442583,1.0090076546487,38.4780568114074
152,15,10,5,52,0,-1,1,1,1,0.267391413455435,0.184537285443989,-0.0942950198195713,0.629077846730442,TRUE,-0.108986145428669,0.120396486750898,-0.344958923325583,0.126986632468245,TRUE,-1.07334197143483,0.147107429842399,-1.36166723578418,-0.785016707085477,TRUE,0.963445701008309,1.04622970306093,1.0126242272188,0,0,67340.6397389299,67312.0700771567,"0 -1","-1: 15, 0: 10, +1: 5",0.963200771381167,1.04734515287404,1.01362910399196,28.5696617731737
153,15,10,5,53,0,-1,1,1,1,0.400801973312326,0.172594866299707,0.0625222514483941,0.739081695176258,FALSE,0.0661832953671987,0.111883026852016,-0.153103407744081,0.285469998478478,TRUE,-1.02911356250997,0.137945367376263,-1.29948151440159,-0.758745610618346,TRUE,1.00714560611275,0.994093475712699,1.01783670347197,0,0,67337.500228587,67308.9611576642,"0 -1","-1: 15, 0: 10, +1: 5",1.00772437567674,0.993714124940141,1.01803042956662,28.5390709228523
154,15,10,5,54,0,-1,1,1,1,0.320875281957517,0.15380720218418,0.019418705113654,0.62233185880138,FALSE,0.00761343887058172,0.113986714212599,-0.215796415702173,0.231023293443336,TRUE,-0.922572918930872,0.140789443598051,-1.19851515778649,-0.646630680075258,TRUE,0.962553823817057,1.0435021409338,0.977229072079118,0,0,67355.4059711092,67327.7501644844,"0 -1","-1: 15, 0: 10, +1: 5",0.961862791527448,1.04614140118328,0.97808870755763,27.6558066247089
155,15,10,5,55,0,-1,1,1,1,0.400365418174822,0.170417822974704,0.0663526228206803,0.734378213528964,FALSE,0.0348488698717366,0.112167866674547,-0.184996109033067,0.25469384877654,TRUE,-1.06339414432649,0.134632242930858,-1.32726849162882,-0.799519797024161,TRUE,0.971795501454058,1.01570966630675,1.00013958648104,0,0,67338.2339981446,67301.5689253661,"0 -1","-1: 15, 0: 10, +1: 5",0.973141591424809,1.01570848463357,1.00177331297342,36.6650727784581
156,15,10,5,56,0,-1,1,1,1,0.379498594397439,0.201363620069638,-0.0151668487356588,0.774164037530537,TRUE,-0.0125740831786242,0.128037287700231,-0.263522555749271,0.238374389392023,TRUE,-1.17207854777706,0.157823454387776,-1.4814068342928,-0.862750261261319,TRUE,0.967161635524602,1.0490166155362,1.02894351155479,0,0,67323.3390848957,67294.2299145446,"0 -1","-1: 15, 0: 10, +1: 5",0.967393088869969,1.04798534147286,1.02775410154289,29.1091703510901
157,15,10,5,57,0,-1,1,1,1,0.173819756575742,0.179302771135971,-0.177607217178989,0.525246730330472,TRUE,-0.22227183090575,0.112494120204266,-0.442756254978631,-0.00178740683286971,FALSE,-1.17402047665104,0.138627128204794,-1.44572465521266,-0.90231629808943,TRUE,1.03810414081713,0.976815353088091,0.961150988085059,0,0,67347.3820131284,67305.7922016093,"0 -1","-1: 15, 0: 10, +1: 5",1.03791095791881,0.978359243986589,0.961641524243949,41.589811519123
158,15,10,5,58,0,-1,1,1,1,0.328639782672294,0.168833927165936,-0.0022686339413987,0.659548199285988,TRUE,0.0050917695082148,0.115515934176684,-0.221315301118585,0.231498840135015,TRUE,-0.965500210585596,0.142904136309677,-1.24558717099437,-0.685413250176826,TRUE,0.976577524335065,1.02903459902039,0.970857558188502,0,0,67347.5468050296,67320.9834365755,"0 -1","-1: 15, 0: 10, +1: 5",0.975955337142221,1.03171224347788,0.971574190271999,26.5633684541826
159,15,10,5,59,0,-1,1,1,1,0.391258407068856,0.175316515671815,0.0476443504570462,0.734872463680666,FALSE,0.0653645817583186,0.12821901710607,-0.185940073902703,0.31666923741934,TRUE,-0.97697214138985,0.157020659825436,-1.28472697947642,-0.669217303303279,TRUE,0.988370264687014,0.98405770778554,0.96592108895037,0,0,67342.4195564111,67319.2453602492,"0 -1","-1: 15, 0: 10, +1: 5",0.988796886880323,0.98313016824707,0.966807585378154,23.1741961619264
160,15,10,5,60,0,-1,1,1,1,0.379936123970778,0.130909913992467,0.123357407326307,0.63651484061525,FALSE,0.155124574754042,0.110776004354104,-0.0619924041312533,0.372241553639337,TRUE,-0.703874736461367,0.137733108484236,-0.973826668569216,-0.433922804353517,FALSE,0.964660324452841,1.0030536962528,0.968101024349581,0,0,67363.0761406148,67342.533359178,"0 -1","-1: 15, 0: 10, +1: 5",0.965194313233459,1.00425326854672,0.968639883312232,20.542781436714
161,15,10,5,61,0,-1,1,1,1,0.327262369495499,0.195034184452428,-0.0549976077854024,0.7095223467764,TRUE,-0.0846514239463715,0.112476173726899,-0.305100673569964,0.135797825677221,TRUE,-1.23734720474733,0.138182935090269,-1.50818078080229,-0.966513628692366,TRUE,1.00409304767026,1.02159530393732,0.996938399872202,0,0,67330.7700900499,67291.0902189127,"0 -1","-1: 15, 0: 10, +1: 5",1.00487899244257,1.01874872793593,0.997440035959484,39.6798711372248
162,15,10,5,62,0,-1,1,1,1,0.249640693788205,0.178207201773265,-0.0996390034730561,0.598920391049467,TRUE,-0.082466415760145,0.118847914578733,-0.315404047972155,0.150471216451865,TRUE,-1.02245920189855,0.146892453343317,-1.31036312005218,-0.734555283744923,TRUE,1.01900836595365,1.00108716763627,1.03324355127335,0,0,67345.8413601769,67318.657733478,"0 -1","-1: 15, 0: 10, +1: 5",1.01994577336703,0.999464050298141,1.03419495182159,27.1836266989412
163,15,10,5,63,0,-1,1,1,1,0.48641604737797,0.185472778780437,0.122896080855749,0.84993601390019,FALSE,0.134519862131788,0.126184959324388,-0.112798113534663,0.38183783779824,TRUE,-1.04308359093312,0.154921753974046,-1.34672464914403,-0.739442532722219,TRUE,1.01124268255197,0.986300938414081,0.997173871082212,0,0,67325.1133292796,67299.6979083975,"0 -1","-1: 15, 0: 10, +1: 5",1.01036485887415,0.98910557147589,0.998283414183145,25.4154208820109
164,15,10,5,64,0,-1,1,1,1,0.34708704666713,0.174597962382644,0.00488132862306817,0.689292764711191,FALSE,-0.0106023351113719,0.114064034788787,-0.234163735228717,0.212959065005974,TRUE,-1.12804815009743,0.143612450903105,-1.40952338159905,-0.846572918595819,TRUE,0.998636298739913,0.987267511682252,1.01532962197949,0,0,67346.0925984203,67306.7442502785,"0 -1","-1: 15, 0: 10, +1: 5",0.999857097516256,0.986605461009123,1.01667101052133,39.3483481418516
165,15,10,5,65,0,-1,1,1,1,0.234319276433511,0.153378371904828,-0.0662968085073408,0.534935361374364,TRUE,-0.0601537026426728,0.111776247422773,-0.279231121918345,0.158923716633,TRUE,-0.916674433627288,0.136888413569141,-1.18497079412363,-0.648378073130948,TRUE,0.988675563205462,1.00869473159042,0.995357246385841,0,0,67360.6972150832,67330.8212155291,"0 -1","-1: 15, 0: 10, +1: 5",0.989578719446025,1.0092195135762,0.995054728209142,29.8759995540604
166,15,10,5,66,0,-1,1,1,1,0.245857890559557,0.157695479351155,-0.063219569493487,0.554935350612602,TRUE,-0.0453748379049245,0.115633029016281,-0.27201141020011,0.181261734390261,TRUE,-0.863903371055172,0.142166543215339,-1.14254467556379,-0.585262066546551,TRUE,1.01803936408102,0.95766552142721,1.00306616449057,0,0,67360.5053666582,67337.0631331191,"0 -1","-1: 15, 0: 10, +1: 5",1.01905322735637,0.954899542251934,1.00118453242815,23.4422335390409
