"sim","n_m1","n_0","n_p1","cov.sim.index","beta_cov_sim","beta_cov_proxy_sim","gamma_shape_sim","gamma_scale_sim","vonMises_kappa_sim","beta_cov_est","beta_cov_SE","beta_cov_95LCI","beta_cov_95UCI","beta_cov_in_95CI","beta_cov_est_new","beta_cov_SE_new","beta_cov_95LCI_new","beta_cov_95UCI_new","beta_cov_in_95CI_new","beta_cov_proxy_est_new","beta_cov_proxy_SE_new","beta_cov_proxy_95LCI_new","beta_cov_proxy_95UCI_new","beta_cov_proxy_in_95CI_new","gamma_shape_est","gamma_scale_est","vonMises_kappa_est","converg_mess_baseline","converg_mess_new","AICc_baseline","AICc_new","beta_sim_factor","proxy_factor","gamma_shape_est_new","gamma_scale_est_new","vonMises_kappa_est_new","deltaAICc"
20,15,10,5,20,0.5,1,1,1,1,0.0694405889641761,0.163842089987515,-0.251684006563123,0.390565184491475,FALSE,0.391060400857476,0.109603728625095,0.176241040180989,0.605879761533964,TRUE,0.961507265975553,0.133650413735661,0.699557268534781,1.22345726341633,TRUE,0.975635310674148,1.09092790804716,1.00398943910506,0,0,67357.5730967062,67329.2570407484,"0.5 1","-1: 15, 0: 10, +1: 5",0.97609697143009,1.08958730992169,1.00289517768719,28.3160559577664
21,15,10,5,21,0.5,1,1,1,1,0.220383673075811,0.192166674443322,-0.156256087861932,0.597023434013555,TRUE,0.583788321918663,0.114968373513957,0.358454450470159,0.809122193367167,TRUE,1.16657433891402,0.140814855968133,0.890582292728279,1.44256638509975,TRUE,0.961960901412747,1.02046812510027,0.971645797241483,0,0,67344.8721121687,67308.2707709846,"0.5 1","-1: 15, 0: 10, +1: 5",0.962192451761572,1.02132303990334,0.972663353283238,36.6013411841559
22,15,10,5,22,0.5,1,1,1,1,0.0472812934088288,0.182805414476981,-0.311010735144972,0.405573321962629,FALSE,0.40858928725503,0.112250852682202,0.188581658764003,0.628596915746058,TRUE,1.09662712803486,0.138309318222634,0.825545845592204,1.36770841047751,TRUE,0.967944309980926,1.01761058903347,0.99825167344717,0,0,67350.1382194418,67318.1698662487,"0.5 1","-1: 15, 0: 10, +1: 5",0.968633976812917,1.01591569889063,0.998948108927508,31.9683531931223
23,15,10,5,23,0.5,1,1,1,1,0.23066744483331,0.200805183146347,-0.1629034820425,0.624238371709119,TRUE,0.615865822002941,0.131285615445139,0.358550744042292,0.87318089996359,TRUE,1.17927554240891,0.163129527002484,0.859547544668983,1.49900354014883,TRUE,1.03970570934374,0.951841139845539,1.07088208889891,0,0,67338.1537811534,67308.2758708225,"0.5 1","-1: 15, 0: 10, +1: 5",1.03988604146796,0.950921581573953,1.07090782957873,29.8779103308188
24,15,10,5,24,0.5,1,1,1,1,0.171431624327432,0.215551585293431,-0.251041719658207,0.593904968313071,TRUE,0.57352525346447,0.156596431516526,0.266601887584586,0.880448619344354,TRUE,1.17799620838623,0.190532721937979,0.804558935511408,1.55143348126106,TRUE,0.978215523515416,0.995705058385366,1.03099576669883,0,0,67327.5231043761,67304.6355898093,"0.5 1","-1: 15, 0: 10, +1: 5",0.978155706086983,0.996447126955491,1.03124768362725,22.887514566828
25,15,10,5,25,0.5,1,1,1,1,0.164156761871511,0.167640258077084,-0.164412106318574,0.492725630061595,FALSE,0.492759656472607,0.111329437103377,0.274557969330871,0.710961343614343,TRUE,0.971714931070024,0.136010049332753,0.705140132842312,1.23828972929774,TRUE,1.00692411024667,0.964808795317666,0.944916870364252,0,0,67355.6524413119,67326.2510782782,"0.5 1","-1: 15, 0: 10, +1: 5",1.00569791041272,0.967978847953523,0.944403160714648,29.4013630337577
26,15,10,5,26,0.5,1,1,1,1,0.188929012218205,0.139688462993417,-0.0848553443046479,0.462713368741057,FALSE,0.48223156684762,0.115554892078776,0.255748140135806,0.708714993559433,TRUE,0.868980496531173,0.144139906028822,0.586471471979694,1.15148952108265,TRUE,0.985344715760008,1.01741700128172,1.00452736573102,0,0,67370.5891803094,67341.8597628842,"0.5 1","-1: 15, 0: 10, +1: 5",0.986727024693145,1.01753034035321,1.00479855450482,28.7294174252165
27,15,10,5,27,0.5,1,1,1,1,0.165669042532645,0.199070031168544,-0.224501048958967,0.555839134024258,TRUE,0.607284755403801,0.114179951364671,0.383496162972511,0.83107334783509,TRUE,1.30239786112034,0.138154199830693,1.03162060513923,1.57317511710145,FALSE,1.03443956307015,0.949617856481206,1.00473063507792,0,0,67336.7618910534,67287.9271588421,"0.5 1","-1: 15, 0: 10, +1: 5",1.03567945071141,0.949830863028468,1.00611227041209,48.8347322113259
28,15,10,5,28,0.5,1,1,1,1,0.08317697916939,0.14587944704161,-0.202741483116784,0.369095441455564,FALSE,0.343415309264461,0.11225266168959,0.123404135184105,0.563426483344817,TRUE,0.823021380235618,0.138138055526441,0.552275766509399,1.09376699396184,TRUE,1.03003197500725,1.01838759045619,1.03159877723135,0,0,67369.4697932802,67345.3607802992,"0.5 1","-1: 15, 0: 10, +1: 5",1.03010021948126,1.01918472608723,1.03241223965223,24.1090129810327
29,15,10,5,29,0.5,1,1,1,1,0.0618890842762909,0.152764013594451,-0.237522880502619,0.361301049055201,FALSE,0.387456084777738,0.114879686407832,0.162296036863131,0.612616132692344,TRUE,0.893696988031344,0.139822060299718,0.619650785599708,1.16774319046298,TRUE,1.03396270178042,0.937375331552671,1.00037228175599,0,0,67366.6320059823,67340.8677975066,"0.5 1","-1: 15, 0: 10, +1: 5",1.03427013459869,0.937162905450633,0.998234732013636,25.7642084757972
30,15,10,5,30,0.5,1,1,1,1,0.150370681063761,0.150220425314038,-0.144055942294042,0.444797304421564,FALSE,0.424916941109678,0.113326815227316,0.202800464781513,0.647033417437844,TRUE,0.847342260347859,0.139503523241243,0.573920379078577,1.12076414161714,TRUE,0.985323727651605,1.00230023582334,1.02492389440239,0,0,67368.0837551788,67342.4491987738,"0.5 1","-1: 15, 0: 10, +1: 5",0.986265362311424,1.00068652466482,1.02482837804085,25.6345564049989
31,15,10,5,31,0.5,1,1,1,1,0.185838836772975,0.156240643890029,-0.12038719817283,0.492064871718781,FALSE,0.527253271748749,0.114056230729943,0.303707167305669,0.750799376191828,TRUE,0.994900770866422,0.142740104221518,0.715135307442752,1.27466623429009,TRUE,1.0429274772385,0.949305726341197,1.01020880038032,0,0,67363.8514075524,67329.3991958166,"0.5 1","-1: 15, 0: 10, +1: 5",1.04397912068204,0.949104925183017,1.01190583498051,34.4522117357992
32,15,10,5,32,0.5,1,1,1,1,0.246714573955087,0.141989437121661,-0.0315796089884834,0.525008756898658,TRUE,0.551431587078353,0.119782658906076,0.316661889649999,0.786201284506708,TRUE,0.868716276881806,0.145299592933461,0.583934307763891,1.15349824599972,TRUE,0.988023351744493,1.00598083821114,0.990753113798104,0,0,67369.1925997039,67340.829668299,"0.5 1","-1: 15, 0: 10, +1: 5",0.98870695005767,1.00752845303752,0.992571078389172,28.3629314049031
