"sim","n_m1","n_0","n_p1","cov.sim.index","beta_cov_sim","beta_cov_proxy_sim","beta_cov_est","beta_cov_SE","beta_cov_95LCI","beta_cov_95UCI","beta_cov_in_95CI","beta_cov_est_new","beta_cov_SE_new","beta_cov_95LCI_new","beta_cov_95UCI_new","beta_cov_in_95CI_new","beta_cov_proxy_est_new","beta_cov_proxy_SE_new","beta_cov_proxy_95LCI_new","beta_cov_proxy_95UCI_new","beta_cov_proxy_in_95CI_new","converg_mess_baseline","converg_mess_new","AICc_baseline","AICc_new","beta_sim_factor","proxy_factor","deltaAICc"
43,15,10,5,43,0.5,1,0.179046169075357,0.134133418891246,-0.0838505010747097,0.441942839225424,NA,0.495677749730111,0.0387175412029306,0.419792763402421,0.571562736057801,NA,0.94823937352444,0.0477600089475038,0.854631476086022,1.04184727096286,NA,0,0,37700.1825752762,37621.3312981675,"0.5 1","-1: 15, 0: 10, +1: 5",78.8512771086534
44,15,10,5,44,0.5,1,0.143290998844513,0.147099975902993,-0.145019656052062,0.431601653741088,NA,0.493994919872802,0.0321380853514594,0.431005430051868,0.556984409693737,NA,1.05275009068257,0.0400215998517908,0.974309196369383,1.13119098499575,NA,0,0,37556.1503762051,37461.7968428711,"0.5 1","-1: 15, 0: 10, +1: 5",94.3535333339823
45,15,10,5,45,0.5,1,0.202516074995793,0.126299469199652,-0.0450263359020501,0.450058485893637,NA,0.500918732867565,0.0363668614301918,0.429640994233631,0.5721964715015,NA,0.893605763155625,0.0446230550560616,0.806146182365597,0.981065343945654,NA,0,0,37837.7873716864,37754.8506273357,"0.5 1","-1: 15, 0: 10, +1: 5",82.9367443506926
46,15,10,5,46,0.5,1,0.1516681937122,0.1310360279556,-0.10515770175796,0.40849408918236,NA,0.465623695873411,0.0345336678008214,0.397938950729731,0.533308441017091,NA,0.941464621485652,0.0423874491131153,0.858386747827421,1.02454249514388,NA,0,0,37772.5829966581,37679.1918466095,"0.5 1","-1: 15, 0: 10, +1: 5",93.3911500486211
47,15,10,5,47,0.5,1,0.202707647542992,0.139371207030551,-0.0704548987187635,0.475870193804748,NA,0.534641506281074,0.0282277150146562,0.479316201486487,0.58996681107566,NA,1.00220369390548,0.0359735396027414,0.931696851887684,1.07271053592328,NA,0,0,37385.7034663209,37283.8540723275,"0.5 1","-1: 15, 0: 10, +1: 5",101.849393993325
48,15,10,5,48,0.5,1,0.140057469171343,0.138449426536142,-0.13129842051972,0.411413358862406,NA,0.468127534899366,0.0320804340613823,0.405251039530644,0.531004030268087,NA,0.991811965997039,0.0403288208474978,0.912768929596976,1.0708550023971,NA,0,0,37627.2258886021,37530.2540685655,"0.5 1","-1: 15, 0: 10, +1: 5",96.971820036626
49,15,10,5,49,0.5,1,0.15087344070429,0.143018798074904,-0.129438252634727,0.431185134043308,NA,0.499797560272838,0.0305153296872114,0.439988613109538,0.559606507436138,NA,1.03861759668046,0.0373005340470244,0.965509893344181,1.11172530001674,NA,0,0,37447.8977761571,37342.5678940441,"0.5 1","-1: 15, 0: 10, +1: 5",105.329882113052
50,15,10,5,50,0.5,1,0.181343061645358,0.129691598450088,-0.0728478004142448,0.43553392370496,NA,0.496067116034262,0.0363899897647543,0.424744046697562,0.567390185370961,NA,0.937539271594792,0.044014860882929,0.85127172947971,1.02380681370987,NA,0,0,37805.551377152,37718.3648742754,"0.5 1","-1: 15, 0: 10, +1: 5",87.1865028765969
51,15,10,5,51,0.5,1,0.171665142684942,0.145293811555073,-0.113105495139551,0.456435780509436,NA,0.524422851269817,0.0277089853666421,0.470114237903051,0.578731464636583,NA,1.05779794193183,0.0346556300155633,0.989874155239781,1.12572172862388,NA,0,0,37285.9179407783,37167.5944998028,"0.5 1","-1: 15, 0: 10, +1: 5",118.323440975444
52,15,10,5,52,0.5,1,0.157619854417581,0.140013018230794,-0.116800618681524,0.432040327516687,NA,0.495875859380758,0.0330003416090058,0.431196378349588,0.560555340411928,NA,1.01113013276474,0.0415491652450986,0.929695265296648,1.09256500023284,NA,0,0,37646.0928102882,37543.0049975581,"0.5 1","-1: 15, 0: 10, +1: 5",103.087812730118
