"sim","n_m1","n_0","n_p1","cov.sim.index","beta_cov_sim","beta_cov_proxy_sim","beta_cov_est","beta_cov_SE","beta_cov_95LCI","beta_cov_95UCI","beta_cov_in_95CI","beta_cov_est_new","beta_cov_SE_new","beta_cov_95LCI_new","beta_cov_95UCI_new","beta_cov_in_95CI_new","beta_cov_proxy_est_new","beta_cov_proxy_SE_new","beta_cov_proxy_95LCI_new","beta_cov_proxy_95UCI_new","beta_cov_proxy_in_95CI_new","converg_mess_baseline","converg_mess_new","AICc_baseline","AICc_new","beta_sim_factor","proxy_factor","deltaAICc"
145,15,10,5,45,0,-1,0.35726990623141,0.140500950502267,0.0818931034533223,0.632646709009497,NA,0.0263561103924218,0.0348409279570507,-0.0419308535913523,0.094643074376196,NA,-1.00111014183908,0.0439470973518121,-1.08724486987371,-0.914975413804451,NA,0,0,37632.9468184606,37543.4462221889,"0 -1","-1: 15, 0: 10, +1: 5",89.5005962716459
146,15,10,5,46,0,-1,0.347959619818224,0.142646175763392,0.0683782527896056,0.627540986846842,NA,0.00709524296751377,0.0365187967094972,-0.0644802833418407,0.0786707692768682,NA,-1.01208458956943,0.0453576917996427,-1.1009840319186,-0.923185147220263,NA,0,0,37572.7221951248,37488.667319111,"0 -1","-1: 15, 0: 10, +1: 5",84.0548760137972
147,15,10,5,47,0,-1,0.321633046612213,0.141318529665165,0.0446538181203338,0.598612275104093,NA,-0.0194061159692765,0.0337422938152249,-0.085539796602886,0.046727564664333,NA,-1.01784952253113,0.0415882075021881,-1.09936091141699,-0.936338133645258,NA,0,0,37281.6978208659,37188.0092507956,"0 -1","-1: 15, 0: 10, +1: 5",93.6885700702696
148,15,10,5,48,0,-1,0.408160287455746,0.143793149603334,0.126330893009632,0.689989681901859,NA,0.0625103582804307,0.0387855301715125,-0.0135078839770254,0.138528600537887,NA,-1.02592469509041,0.0481044807358577,-1.12020774482769,-0.931641645353125,NA,0,0,37374.4041249619,37290.6285441404,"0 -1","-1: 15, 0: 10, +1: 5",83.7755808215734
149,15,10,5,49,0,-1,0.313630167543366,0.13890054632145,0.0413900993203864,0.585870235766347,NA,-0.0189220985188188,0.0303880933194035,-0.0784816669836919,0.0406374699460542,NA,-0.995374266225142,0.038555138323146,-1.07094094875747,-0.919807583692816,NA,0,0,37359.3045426178,37265.2194871608,"0 -1","-1: 15, 0: 10, +1: 5",94.0850554570352
150,15,10,5,50,0,-1,0.338515927681496,0.136871769884796,0.070252188207041,0.60677966715595,NA,0.0154362517168338,0.034124547730912,-0.0514466328244717,0.0823191362581394,NA,-0.969685196619851,0.0424450851129168,-1.05287603476191,-0.886494358477797,NA,0,0,37654.6060883519,37570.8052296481,"0 -1","-1: 15, 0: 10, +1: 5",83.8008587037912
151,15,10,5,51,0,-1,0.335915132833058,0.130689758832228,0.0797679123736661,0.592062353292449,NA,0.0166539334157898,0.0289764772700414,-0.0401389184323347,0.0734467852639144,NA,-0.953766554852429,0.0352721905815187,-1.02289877804804,-0.88463433165682,NA,0,0,37361.6566958248,37247.9636266007,"0 -1","-1: 15, 0: 10, +1: 5",113.693069224129
152,15,10,5,52,0,-1,0.294470770598804,0.153221988936499,-0.00583880935632819,0.594780350553936,NA,-0.0710788929178223,0.0355769788624577,-0.140808490166982,-0.00134929566866249,NA,-1.09685147076643,0.044040804085215,-1.18316986062363,-1.01053308090922,NA,0,0,37480.7650109667,37385.1526923208,"0 -1","-1: 15, 0: 10, +1: 5",95.6123186459008
153,15,10,5,53,0,-1,0.322546579483146,0.141405126834506,0.0453976236581952,0.599695535308097,NA,-0.0124866882361696,0.0329167799895194,-0.0770023915026564,0.0520290150303173,NA,-1.01239505993144,0.041211538535386,-1.09316819120828,-0.931621928654598,NA,0,0,37572.6810842101,37486.4906318336,"0 -1","-1: 15, 0: 10, +1: 5",86.1904523764606
154,15,10,5,54,0,-1,0.324263928317405,0.130692281405802,0.0681117637046584,0.580416092930151,NA,0.0111864200641771,0.0335816791846945,-0.0546324616782026,0.0770053018065568,NA,-0.934947070893293,0.0414891871204511,-1.01626438339722,-0.853629758389366,NA,0,0,37689.0692081886,37600.440238395,"0 -1","-1: 15, 0: 10, +1: 5",88.628969793579
155,15,10,5,55,0,-1,0.382553029672202,0.131767330738281,0.124293807086194,0.64081225225821,NA,0.0660620295653895,0.0321458621066933,0.00305729758427974,0.129066761546499,NA,-0.951103421909317,0.0385099983491802,-1.02658163171841,-0.875625212100227,NA,0,0,37533.5753946608,37439.8513918372,"0 -1","-1: 15, 0: 10, +1: 5",93.7240028235756
156,15,10,5,56,0,-1,0.341751002611012,0.132400450284313,0.0822508885168717,0.601251116705152,NA,0.0257298704864803,0.0326461936964866,-0.0382554933909519,0.0897152343639124,NA,-0.94601783665106,0.0412328295369948,-1.02683269752425,-0.865202975777871,NA,0,0,37678.36594351,37585.5989046663,"0 -1","-1: 15, 0: 10, +1: 5",92.7670388436964
157,15,10,5,57,0,-1,0.340633850853204,0.129110061703111,0.0875827798733627,0.593684921833045,NA,0.0303064804288268,0.0237279915115649,-0.0161995283593125,0.076812489216966,NA,-0.930070479872931,0.0298527219441854,-0.988580739724023,-0.871560220021839,NA,0,0,37082.5560185473,36975.6624966333,"0 -1","-1: 15, 0: 10, +1: 5",106.893521913946
158,15,10,5,58,0,-1,0.350403201616381,0.13409125897141,0.0875891633907841,0.613217239841978,NA,0.0245229888389857,0.0302499691215277,-0.0347658611726574,0.0838118388506287,NA,-0.963786845454126,0.0360044449919231,-1.03435426092165,-0.893219429986604,NA,0,0,36933.085464166,36829.3904163281,"0 -1","-1: 15, 0: 10, +1: 5",103.695047837842
159,15,10,5,59,0,-1,0.31650993298773,0.138322101286061,0.0454035962011494,0.587616269774311,NA,-0.0175308748032203,0.0334190065978205,-0.0830309241340549,0.0479691745276144,NA,-0.996570833816537,0.0398791510646599,-1.0747325336373,-0.918409133995772,NA,0,0,37014.8541821662,36923.2230846805,"0 -1","-1: 15, 0: 10, +1: 5",91.6310974857188
160,15,10,5,60,0,-1,0.332089308447516,0.142366612695338,0.0530558749636912,0.611122741931341,NA,-0.0138476469424177,0.0311843586373692,-0.0749678667526418,0.0472725728678064,NA,-1.02949588021292,0.0375992049781279,-1.10318896781739,-0.955802792608446,NA,0,0,37164.7428614576,37063.2230628654,"0 -1","-1: 15, 0: 10, +1: 5",101.519798592228
161,15,10,5,61,0,-1,0.333504815369266,0.139141449971838,0.060792584667781,0.606217046070751,NA,0.00158746348191231,0.0332600458393968,-0.0636010284874566,0.0667759554512812,NA,-0.994791984965056,0.0421353054789123,-1.07737566618132,-0.912208303748795,NA,0,0,37653.6527475378,37558.6713150815,"0 -1","-1: 15, 0: 10, +1: 5",94.981432456254
162,15,10,5,62,0,-1,0.331994580542578,0.133560022017124,0.0702217476146376,0.593767413470518,NA,0.0102567695116531,0.0292662029272727,-0.0471039341900422,0.0676174732133483,NA,-0.955136498777573,0.0373068235840846,-1.02825652937997,-0.882016468175178,NA,0,0,37519.5395582077,37419.8165890167,"0 -1","-1: 15, 0: 10, +1: 5",99.7229691910397
163,15,10,5,63,0,-1,0.301506759091256,0.142802782531572,0.0216184484372701,0.581395069745242,NA,-0.0420692454291332,0.0330384994288079,-0.106823514412844,0.0226850235545773,NA,-1.02746374052926,0.0410892049580128,-1.10799710240035,-0.94693037865817,NA,0,0,37577.4203453099,37479.6543369162,"0 -1","-1: 15, 0: 10, +1: 5",97.766008393628
164,15,10,5,64,0,-1,0.325983194035944,0.132478314928959,0.0663304680426291,0.585635920029259,NA,0.00996554610383599,0.0359001751512095,-0.0603975042312145,0.0803285964388865,NA,-0.942408625604778,0.0443372052498885,-1.02930795106972,-0.855509300139837,NA,0,0,37746.1477519297,37662.9703912169,"0 -1","-1: 15, 0: 10, +1: 5",83.1773607128343
165,15,10,5,65,0,-1,0.338476686611195,0.137790680974954,0.0684119144950366,0.608541458727354,NA,0.00521175353066132,0.0304468846310846,-0.0544630437877105,0.0648865508490331,NA,-0.994872657312856,0.0355342171074903,-1.06451844306236,-0.925226871563348,NA,0,0,37034.2219599016,36924.0882094636,"0 -1","-1: 15, 0: 10, +1: 5",110.133750437926
166,15,10,5,66,0,-1,0.341758090317649,0.131696075164907,0.0836385260891523,0.599877654546145,NA,0.024793497630465,0.0252851725468903,-0.0247645299043209,0.074351525165251,NA,-0.945891927888783,0.0335962479177239,-1.0117393638232,-0.880044491954365,NA,0,0,37183.3095732383,37075.616108366,"0 -1","-1: 15, 0: 10, +1: 5",107.693464872333
167,15,10,5,67,0,-1,0.35682483035108,0.140424950568348,0.0815969847063005,0.632052675995859,NA,0.00897544203212472,0.0337111957349618,-0.0570972874841806,0.0750481715484301,NA,-1.02364779491142,0.0413663655483507,-1.10472438155751,-0.942571208265337,NA,0,0,37429.8915024458,37332.3028261597,"0 -1","-1: 15, 0: 10, +1: 5",97.58867628609
168,15,10,5,68,0,-1,0.301663319641162,0.138556765889812,0.0300970486827819,0.573229590599541,NA,-0.0346726313995434,0.0306109499442388,-0.0946689908228098,0.0253237280237231,NA,-1.00353243233273,0.0362406358837426,-1.07456277344169,-0.932502091223762,NA,0,0,37308.8179069391,37207.0363833511,"0 -1","-1: 15, 0: 10, +1: 5",101.78152358807
169,15,10,5,69,0,-1,0.291516085296487,0.129617989863349,0.0374694934158463,0.545562677177128,NA,-0.00775202338616669,0.0345509779600274,-0.0754706958184575,0.0599666490461241,NA,-0.908296205606737,0.0425762585828721,-0.991744139025631,-0.824848272187843,NA,0,0,37729.7949126171,37651.7001450283,"0 -1","-1: 15, 0: 10, +1: 5",78.0947675887946
170,15,10,5,70,0,-1,0.315135314196681,0.147483973651404,0.0260720375430744,0.604198590850288,NA,-0.0407530604497621,0.0340411499577032,-0.107472488359188,0.0259663674596633,NA,-1.07023522462142,0.0408589077350097,-1.15031721222968,-0.990153237013152,NA,0,0,37472.1573636721,37373.4114101757,"0 -1","-1: 15, 0: 10, +1: 5",98.7459534963782
171,15,10,5,71,0,-1,0.337766567398988,0.136377610646775,0.0704713622336825,0.605061772564294,NA,0.00232524321073561,0.0276613315647722,-0.051889970420639,0.0565404568421102,NA,-0.988585377893535,0.0342059559746524,-1.05562781966062,-0.921542936126454,NA,0,0,37085.4319221696,36981.2793371272,"0 -1","-1: 15, 0: 10, +1: 5",104.152585042371
172,15,10,5,72,0,-1,0.312115766238443,0.129904319549073,0.0575079784860771,0.566723553990809,NA,-0.00580724484217838,0.0346476522635972,-0.0737153954276965,0.0621009057433398,NA,-0.941669085500242,0.0417249385176877,-1.02344846225206,-0.859889708748426,NA,0,0,37602.6570403774,37503.705139664,"0 -1","-1: 15, 0: 10, +1: 5",98.9519007134295
173,15,10,5,73,0,-1,0.324775749023612,0.144633827359841,0.0412986564521388,0.608252841595085,NA,-0.0247826452025974,0.0387966341161925,-0.100822650791713,0.0512573603865179,NA,-1.03904411002629,0.0472211121264019,-1.13159578910396,-0.946492430948613,NA,0,0,37365.8821209903,37280.0410061292,"0 -1","-1: 15, 0: 10, +1: 5",85.8411148610321
174,15,10,5,74,0,-1,0.325471697195455,0.135026484636881,0.0608246503481164,0.590118744042794,NA,0.000453615134346305,0.0314237381144233,-0.061135779829542,0.0620430100982346,NA,-0.974436381513088,0.0390079566186184,-1.05089057159608,-0.897982191430095,NA,0,0,37577.2154160994,37477.4672994167,"0 -1","-1: 15, 0: 10, +1: 5",99.7481166827347
175,15,10,5,75,0,-1,0.28892085472222,0.141777394073612,0.0110422685159978,0.566799440928441,NA,-0.049914378901806,0.0355732653320871,-0.119636697765184,0.0198079399615719,NA,-1.01933887774304,0.0440688642731047,-1.10571226455791,-0.932965490928172,NA,0,0,37694.2150407722,37601.2935708358,"0 -1","-1: 15, 0: 10, +1: 5",92.9214699363292
176,15,10,5,76,0,-1,0.323078740760721,0.146340324309181,0.0362569756288147,0.609900505892628,NA,-0.0344770398913804,0.0290214946008818,-0.0913581240866323,0.0224040443038716,NA,-1.05713496660653,0.0374509073398293,-1.13053739618094,-0.983732537032118,NA,0,0,37333.4677284835,37224.6380743763,"0 -1","-1: 15, 0: 10, +1: 5",108.829654107183
177,15,10,5,77,0,-1,0.381960456397392,0.152766350331014,0.0825439116989766,0.681377001095808,NA,0.0160929233019367,0.0330313394094902,-0.0486473123017826,0.080833158905656,NA,-1.09427423880027,0.0409160276750546,-1.17446817943382,-1.01408029816672,NA,0,0,37358.1736369919,37263.8699372607,"0 -1","-1: 15, 0: 10, +1: 5",94.3036997312374
178,15,10,5,78,0,-1,0.349214722630351,0.143692112195688,0.0675833578643134,0.630846087396389,NA,0.00485899517264246,0.0359972832309107,-0.0656943835012301,0.075412373846515,NA,-1.03237727831188,0.0441574287815251,-1.11892424837357,-0.945830308250203,NA,0,0,37629.1029300912,37536.9288550372,"0 -1","-1: 15, 0: 10, +1: 5",92.1740750540266
179,15,10,5,79,0,-1,0.351209645907173,0.151814980517351,0.0536577517795148,0.648761540034832,NA,-0.0185665515140582,0.031917420223939,-0.0811235456324091,0.0439904426042927,NA,-1.09874673768057,0.0390735164379782,-1.17532942264835,-1.0221640527128,NA,0,0,37055.1978438952,36952.6709993773,"0 -1","-1: 15, 0: 10, +1: 5",102.526844517881
180,15,10,5,80,0,-1,0.339707821121905,0.142630360330125,0.06015745177289,0.61925819047092,NA,-0.00102304484001088,0.0375812677948381,-0.0746809762112486,0.0726348865312268,NA,-1.00987275204307,0.0470845651813964,-1.10215680402633,-0.917588700059802,NA,0,0,37585.1067392995,37502.5065882845,"0 -1","-1: 15, 0: 10, +1: 5",82.6001510149727
181,15,10,5,81,0,-1,0.375651970664225,0.143783037440335,0.0938423956933931,0.657461545635056,NA,0.0294948852151318,0.0341822507946785,-0.0375010952529536,0.0964908656832172,NA,-1.03429875355611,0.0417088212640591,-1.11604654107128,-0.952550966040932,NA,0,0,37505.5802427666,37414.5917773843,"0 -1","-1: 15, 0: 10, +1: 5",90.9884653822955
182,15,10,5,82,0,-1,0.383082737221974,0.139265208586997,0.110127944092002,0.656037530351946,NA,0.0528755801712589,0.0377661229186467,-0.0211446605850014,0.126895820927519,NA,-0.986839229657332,0.0467642910861265,-1.07849555594869,-0.895182903365976,NA,0,0,37752.6097488416,37668.6115863063,"0 -1","-1: 15, 0: 10, +1: 5",83.9981625352229
183,15,10,5,83,0,-1,0.347809972407347,0.141427630979206,0.0706169092692825,0.625003035545411,NA,0.00599401394555238,0.0314336652751802,-0.0556148378958881,0.0676028657869928,NA,-1.02087510625237,0.0388453314947669,-1.09701055694963,-0.94473965555511,NA,0,0,37458.9068840487,37356.8096602771,"0 -1","-1: 15, 0: 10, +1: 5",102.097223771598
184,15,10,5,84,0,-1,0.339924249066847,0.134196586570597,0.0769037725402646,0.60294472559343,NA,0.0196558743630073,0.0336054707384923,-0.0462096379679523,0.0855213866939668,NA,-0.959680718911015,0.0413783968277093,-1.04078088643133,-0.878580551390698,NA,0,0,37509.2259484035,37421.0109624939,"0 -1","-1: 15, 0: 10, +1: 5",88.2149859095734
185,15,10,5,85,0,-1,0.372525306933608,0.144881486271239,0.0885628118153453,0.656487802051871,NA,0.0173946460305438,0.0341791605269709,-0.0495952776241323,0.0843845696852199,NA,-1.05182670163316,0.0414649844715826,-1.13309657781698,-0.97055682544935,NA,0,0,37183.4719704903,37087.9601986287,"0 -1","-1: 15, 0: 10, +1: 5",95.5117718616093
186,15,10,5,86,0,-1,0.345385622004005,0.129789208835145,0.0910034471051735,0.599767796902836,NA,0.0368188005010039,0.0276262640112512,-0.0173276819884435,0.0909652829904512,NA,-0.920195930617236,0.0352555939809211,-0.989295625073408,-0.851096236161063,NA,0,0,37494.8006213734,37398.7025332749,"0 -1","-1: 15, 0: 10, +1: 5",96.0980880984716
187,15,10,5,87,0,-1,0.320107024854819,0.140946951299125,0.0438560765778119,0.596357973131825,NA,-0.0178720025581219,0.0310242617497409,-0.0786784382345577,0.042934433118314,NA,-1.00561670094311,0.0383665046201444,-1.08081366821128,-0.930419733674938,NA,0,0,37436.4968002051,37341.7138484824,"0 -1","-1: 15, 0: 10, +1: 5",94.7829517227437
188,15,10,5,88,0,-1,0.359797375947332,0.147664420035425,0.0703804308799041,0.64921432101476,NA,0.00649385141493469,0.033587427906774,-0.0593362976156779,0.0723240004455473,NA,-1.04905067353351,0.0422332027408799,-1.13182622985742,-0.966275117209609,NA,0,0,37588.2789685637,37495.360055183,"0 -1","-1: 15, 0: 10, +1: 5",92.9189133806576
189,15,10,5,89,0,-1,0.308241518534942,0.136662881367822,0.0403871930305401,0.576095844039344,NA,-0.0163479262994122,0.0304081912949661,-0.0759468860725502,0.0432510334737258,NA,-0.987307976812021,0.0385346531040983,-1.0628345090528,-0.911781444571244,NA,0,0,37534.9107037165,37444.241562579,"0 -1","-1: 15, 0: 10, +1: 5",90.6691411375359
190,15,10,5,90,0,-1,0.344709213328829,0.136002555860022,0.0781491020377891,0.611269324619868,NA,0.0236322029325815,0.0344077564992665,-0.0438057605948048,0.0910701664599677,NA,-0.959266716359701,0.0433546793536674,-1.04424032645417,-0.87429310626523,NA,0,0,37694.8788449789,37610.789984748,"0 -1","-1: 15, 0: 10, +1: 5",84.0888602308551
191,15,10,5,91,0,-1,0.34533716401051,0.135989301632951,0.0788030305271715,0.611871297493848,NA,0.0151801554554271,0.0306845735945884,-0.0449605036709349,0.0753208145817891,NA,-0.986356310792965,0.0375669321452494,-1.05998614480731,-0.912726476778617,NA,0,0,37367.1190796187,37269.3168734305,"0 -1","-1: 15, 0: 10, +1: 5",97.8022061881129
192,15,10,5,92,0,-1,0.317722929848464,0.13642427292106,0.0503362683061234,0.585109591390804,NA,-0.0105996990604217,0.0315872005584111,-0.0725094745273509,0.0513100764065075,NA,-0.982562596043482,0.0384051546148332,-1.05783531590925,-0.907289876177716,NA,0,0,37513.0299368832,37418.9330331851,"0 -1","-1: 15, 0: 10, +1: 5",94.0969036981405
193,15,10,5,93,0,-1,0.412790521349437,0.138675175779644,0.140992171271574,0.6845888714273,NA,0.0817481591336577,0.0294100127710288,0.0241055933175783,0.139390724949737,NA,-0.99307946154116,0.0370334380710621,-1.06566366638414,-0.920495256698184,NA,0,0,37274.8153381516,37176.3391457368,"0 -1","-1: 15, 0: 10, +1: 5",98.4761924148042
194,15,10,5,94,0,-1,0.341223595226057,0.140495832448022,0.0658568236499606,0.616590366802154,NA,0.00232825563674085,0.0299045267141496,-0.0562835396977084,0.0609400509711901,NA,-1.01532957742113,0.0378978925755854,-1.08960808195925,-0.941051072883019,NA,0,0,37450.1516328246,37344.6119409966,"0 -1","-1: 15, 0: 10, +1: 5",105.539691828053
195,15,10,5,95,0,-1,0.373482758809658,0.143103021691767,0.0930059902149404,0.653959527404376,NA,0.0353917188446749,0.0340254704493061,-0.031296977792997,0.102080415482347,NA,-1.02110457719995,0.0422788768012752,-1.10396965303725,-0.938239501362642,NA,0,0,37643.6515944661,37553.3186612975,"0 -1","-1: 15, 0: 10, +1: 5",90.3329331686109
196,15,10,5,96,0,-1,0.305446190816344,0.13255897819763,0.0456353677215588,0.56525701391113,NA,-0.0116848861298045,0.0312721927048315,-0.0729772575488705,0.0496074852892615,NA,-0.950734623703855,0.0388218718055307,-1.02682409425513,-0.874645153152584,NA,0,0,37504.4575365269,37407.4535740997,"0 -1","-1: 15, 0: 10, +1: 5",97.0039624272031
197,15,10,5,97,0,-1,0.390325883048557,0.142633745667863,0.1107688785595,0.669882887537613,NA,0.0526913905258685,0.0378294255621804,-0.021452921131844,0.126835702183581,NA,-1.00654539662397,0.0474880177718215,-1.09962020115394,-0.913470592094001,NA,0,0,37526.1751748802,37444.9664881226,"0 -1","-1: 15, 0: 10, +1: 5",81.2086867575781
198,15,10,5,98,0,-1,0.328626917257391,0.142700217259466,0.0489396308427956,0.608314203671986,NA,-0.0135921994098897,0.0313176631215799,-0.0749736912081446,0.0477892923883652,NA,-1.02177485606209,0.0390133939854094,-1.09823970318816,-0.945310008936014,NA,0,0,37432.1529187429,37336.6369894582,"0 -1","-1: 15, 0: 10, +1: 5",95.5159292846729
199,15,10,5,99,0,-1,0.363689409943005,0.14757995022255,0.0744380226665936,0.652940797219416,NA,0.0134874359061354,0.0354029351039585,-0.0559010418446321,0.082875913656903,NA,-1.04134263356709,0.0453392606685316,-1.13020595156309,-0.952479315571097,NA,0,0,37367.2095021939,37281.6305495931,"0 -1","-1: 15, 0: 10, +1: 5",85.5789526008448
200,15,10,5,100,0,-1,0.315688814561675,0.134787258423935,0.0515106424758687,0.579866986647481,NA,-0.00205074476360932,0.0447915943736151,-0.0898406565460218,0.0857391670188031,NA,-0.945988790278148,0.0547998272718637,-1.05339447809002,-0.83858310246628,NA,0,0,37630.8572711866,37560.2196073126,"0 -1","-1: 15, 0: 10, +1: 5",70.6376638739239
201,10,10,10,1,0.5,1,0.490803987327848,0.160044323104619,0.177122878112703,0.804485096542993,NA,0.489384718429219,0.0300230677663179,0.430540586901831,0.548228849956607,NA,1.04875231921552,0.0370517419723869,0.976132239385167,1.12137239904587,NA,0,0,37282.340435254,37179.6153892101,"0.5 1","-1: 10, 0: 10, +1: 10",102.725046043932
202,10,10,10,2,0.5,1,0.414875174095619,0.160805732647415,0.0997017295991091,0.730048618592129,NA,0.415195401791125,0.0290993124729079,0.358161797369348,0.472229006212901,NA,1.05766152721369,0.0359501883817343,0.987200452748064,1.12812260167932,NA,0,0,37150.1009947881,37049.7152515334,"0.5 1","-1: 10, 0: 10, +1: 10",100.385743254679
203,10,10,10,3,0.5,1,0.474189093050839,0.150200280036769,0.179801953710941,0.768576232390736,NA,0.472965045822909,0.0285613280261581,0.416985871541004,0.528944220104813,NA,0.990982715271135,0.0364826721441759,0.919477991808768,1.0624874387335,NA,0,0,37194.165131879,37086.5326685727,"0.5 1","-1: 10, 0: 10, +1: 10",107.632463306305
204,10,10,10,4,0.5,1,0.5227912122182,0.156188152570403,0.216668058368363,0.828914366068037,NA,0.522464504938938,0.0304883475511233,0.462708441790597,0.58222056808728,NA,1.03025351895349,0.0376091666880745,0.9565409067563,1.10396613115068,NA,0,0,37277.8945407148,37174.169375505,"0.5 1","-1: 10, 0: 10, +1: 10",103.725165209769
205,10,10,10,5,0.5,1,0.520310590974798,0.155555370605507,0.215427666986225,0.825193514963372,NA,0.518955032657332,0.0324964375974661,0.455263185340445,0.582646879974218,NA,1.02603696656486,0.0398507194682015,0.947930991649173,1.10414294148054,NA,0,0,37374.3225986948,37272.8784565571,"0.5 1","-1: 10, 0: 10, +1: 10",101.444142137669
206,10,10,10,6,0.5,1,0.477663139318283,0.159522646364632,0.165004497725086,0.790321780911481,NA,0.477545218140749,0.0336506079271422,0.411591238545672,0.543499197735826,NA,1.03920107876423,0.0411478099107022,0.958552853296555,1.11984930423191,NA,0,0,37374.0127916571,37282.7070987903,"0.5 1","-1: 10, 0: 10, +1: 10",91.3056928668593
207,10,10,10,7,0.5,1,0.525587527593503,0.150906093026414,0.229817020214082,0.821358034972925,NA,0.524777413418575,0.030233093367922,0.465521639276212,0.584033187560939,NA,0.992502366911971,0.037296202895138,0.919403152477402,1.06560158134654,NA,0,0,37297.7694726267,37200.7390437626,"0.5 1","-1: 10, 0: 10, +1: 10",97.0304288641128
208,10,10,10,8,0.5,1,0.509101592648318,0.155112201702571,0.205087263748566,0.81311592154807,NA,0.512514924833778,0.0312619611073512,0.451242606977278,0.573787242690278,NA,1.02740004184243,0.0382910583268738,0.952350946591831,1.10244913709302,NA,0,0,37367.2377040158,37266.1213988209,"0.5 1","-1: 10, 0: 10, +1: 10",101.116305194897
209,10,10,10,9,0.5,1,0.479330949949064,0.154013520244884,0.17746999713686,0.781191902761268,NA,0.481492478010278,0.0309344088373097,0.420862150806113,0.542122805214442,NA,1.00056293198048,0.0370595439102213,0.927927560632961,1.07319830332799,NA,0,0,37222.5475706746,37129.4167959367,"0.5 1","-1: 10, 0: 10, +1: 10",93.1307747378523
210,10,10,10,10,0.5,1,0.486065048979442,0.151132273850097,0.189851235331608,0.782278862627277,NA,0.484909440610916,0.0252205562443967,0.435478058701832,0.53434082252,NA,0.994908796393289,0.0311616516986618,0.933833081365131,1.05598451142145,NA,0,0,36560.3392208631,36454.4034748002,"0.5 1","-1: 10, 0: 10, +1: 10",105.935746062962
211,10,10,10,11,0.5,1,0.463248791305502,0.150957711442126,0.167377113690346,0.759120468920659,NA,0.463913321067088,0.0358536061155029,0.393641544364818,0.534185097769359,NA,0.979273269921897,0.0442972992753527,0.892452158729813,1.06609438111398,NA,0,0,37431.0959761224,37346.8957293866,"0.5 1","-1: 10, 0: 10, +1: 10",84.2002467357888
212,10,10,10,12,0.5,1,0.551385418043276,0.156214251276655,0.245211111669142,0.85755972441741,NA,0.55292787016983,0.0271853535294869,0.499645556345046,0.606210183994613,NA,1.03103039525626,0.0343379281084336,0.963729292860008,1.09833149765252,NA,0,0,36930.1440336442,36825.3863671153,"0.5 1","-1: 10, 0: 10, +1: 10",104.757666528938
213,10,10,10,13,0.5,1,0.517297208352505,0.144726857465033,0.233637780125378,0.800956636579631,NA,0.517237399183639,0.0318660546461602,0.45478107974778,0.579693718619499,NA,0.943295274022038,0.0392530058762894,0.866360796219572,1.0202297518245,NA,0,0,37402.9907583463,37314.7833033142,"0.5 1","-1: 10, 0: 10, +1: 10",88.2074550320394
214,10,10,10,14,0.5,1,0.572332801972735,0.156236279424442,0.266115321222292,0.878550282723178,NA,0.574825643076861,0.0330230554315918,0.510101643771472,0.639549642382251,NA,1.0315243251203,0.0408065517086751,0.951544953438026,1.11150369680258,NA,0,0,37392.5073857073,37294.1271773558,"0.5 1","-1: 10, 0: 10, +1: 10",98.3802083514965
215,10,10,10,15,0.5,1,0.468640501042439,0.159267749549643,0.156481448026394,0.780799554058485,NA,0.468780667272687,0.0290300803656874,0.411882755287637,0.525678579257738,NA,1.05132408617754,0.0357855295972825,0.981185736999171,1.1214624353559,NA,0,0,37131.4945643862,37030.2585558563,"0.5 1","-1: 10, 0: 10, +1: 10",101.236008529857
216,10,10,10,16,0.5,1,0.543472225413799,0.163507723061317,0.223002977019469,0.86394147380813,NA,0.538804571550209,0.0294015884203242,0.481178517158104,0.596430625942314,NA,1.0718570943809,0.0376531064552652,0.998058361822526,1.14565582693927,NA,0,0,36794.7190641661,36693.409799231,"0.5 1","-1: 10, 0: 10, +1: 10",101.309264935138
217,10,10,10,17,0.5,1,0.448607725504892,0.150089631903936,0.154437452520304,0.74277799848948,NA,0.43909682083205,0.0289613869187984,0.382333545528876,0.495860096135225,NA,0.989166192336912,0.0369599507953397,0.916726019907674,1.06160636476615,NA,0,0,37143.7227343643,37042.5261277036,"0.5 1","-1: 10, 0: 10, +1: 10",101.196606660706
218,10,10,10,18,0.5,1,0.49674911000662,0.160497013437437,0.182180744043002,0.811317475970238,NA,0.494762592648709,0.0332771875574772,0.429540503529269,0.559984681768148,NA,1.04706574413044,0.0418793483469345,0.964983729674438,1.12914775858643,NA,0,0,37422.3249782731,37329.0628002304,"0.5 1","-1: 10, 0: 10, +1: 10",93.2621780426707
219,10,10,10,19,0.5,1,0.487778365111013,0.147996318200007,0.19771091159447,0.777845818627556,NA,0.486518442176503,0.0319428915515409,0.423911525173414,0.549125359179592,NA,0.963263664367024,0.0399518138346171,0.884959548134125,1.04156778059992,NA,0,0,37286.8318112499,37196.8602239528,"0.5 1","-1: 10, 0: 10, +1: 10",89.9715872971574
220,10,10,10,20,0.5,1,0.519560421155954,0.153022707225369,0.219641426177413,0.819479416134495,NA,0.514454969498171,0.0287537109363825,0.458098731640986,0.570811207355356,NA,0.997167406606275,0.0365179303899137,0.925593578252104,1.06874123496045,NA,0,0,37101.5900598607,37003.7355414121,"0.5 1","-1: 10, 0: 10, +1: 10",97.8545184486065
